taxa	trait1
Desulfovibrio_desulfuricans-_-AF192153--_ATCC_29577-_Essex_6_T	30
Desulfovibrio_piger-_-AF192152--_ATCC29098_T	37
Nitratidesulfovibrio_vulgaris-_-AF418179--_DSM_644_T	25
Nitratidesulfovibrio_termitidis-_-X87409--_HI1_T	35
Bilophila_wadsworthia-_-AJ867049--_7959_T	37
Lawsonia_intracellularis-_-L15739--_1482/89_T	37
Halodesulfovibrio_marinisediminis-_-AB353727--_C/L2-=_JCM_14577-_T	37
Desulfovibrio_psychrotolerans-_-AM418397--_PWC_=_JS1_T	10
Pseudodesulfovibrio_piezophilus-_-FO203427--_C1TLV30_T	28
Pseudodesulfovibrio_aespoeensis-_-CP002431--_Aspo-2_T	30
Maridesulfovibrio_salexigens-_-CP001649--_DSM_2638_T	30
Desulfocurvus_vexinensis-_-DQ841177--_VNs36_T	37
Solidesulfovibrio_magneticus-_-AP010904--_RS-1_T	30
Fundidesulfovibrio_putealis-_-AUBQ01000027--_DSM_16056_T	30
Desulfocurvibacter_africanus_subsp._africanus-_-X99236--_DSM_2603T_T	30
Desulfonatronum_lacustre-_-AF418171--_DSM_10312_T	37
Desulfonatronospira_thiodismutans-_-EU296537--_ASO3-1_T	30
Desulfomicrobium_baculatum-_-AJ277894--_DSM_4028T_T	30
Desulfomicrobium_orale-_-CP014230--_DSM_12838_n_T	37
Desulfohalobium_retbaense-_-CP001734--_DSM_5692_T	37
Desulfonauticus_autotrophicus-_-FJ194951--_DSM_4206_T	55
Desulfothermus_okinawensis-_-AB264617--_TFISO9_-=_JCM_13304_=_DSM_17375-_T	50
Desulfobacter_curvatus-_-AF418175--_DSM_3379_T	30
Desulfobacter_postgatei-_-AF418180--_DSM_2034_T	32
Desulfotignum_phosphitoxidans-_-APJX01000002--_DSM_13687_T	30
Desulfospira_joergensenii-_-X99637--_DSM10085_T	30
Desulfobacula_toluolica-_-FO203503--_Tol2_T	28
Desulforapulum_autotrophicum-_-AF418177--_DSM_3382T	26
Desulfobacterium_autotrophicum-_-CP001087--_HRM2_T	20
Desulfoluna_butyratoxydans-_-AB110540--_MSL71_-=_JCM_14721-_=_DSM_19427-_T	30
Desulforegula_conservatrix-_-AUEY01000125--_Mb1Pa_T	25
Desulfococcus_multivorans-_-AF418173--_DSM_2059_T	35
Desulfosudis_oleivorans-_-Y17698--_Hxd3_/type_materialtype_strain_of_Desulfosudis_oleivoransT	28
Desulfatirhabdium_butyrativorans-_-AUCU01000039--_DSM_18734_T	28
Desulfatibacillum_aliphaticivorans-_-AUCT01000040--_DSM_15576_T	30
Desulfatibacillum_alkenivorans-_-AY493562--_PF2803_T	27
Desulfatiglans_anilini-_-AJ237601--_DSM_4660_T	35
Desulfobacca_acetoxidans-_-CP002629--_DSM_11109_T	37
Syntrophus_aciditrophicus-_-CP000252--_SB_T	35
Desulfarculus_baarsii-_-CP002085--_DSM_2075_T	37
Desulfomonile_tiedjei-_-AM086646--_DSM_6799_T	37
Desulfotalea_psychrophila-_-AF099062--_LSv54_T	7
Desulfocapsa_sulfexigens-_-Y13672--_SB164P1_T	25
Desulfocapsa_thiozymogenes-_-X95181--_DSM_7269_T	30
Desulfurivibrio_alkaliphilus-_-CP001940--_AHT2_T	30
Desulfobulbus_propionicus-_-CP002364--_DSM_2032_T	37
Desulfoglaeba_alkanexedens-_-DQ303457--_ALDC_T	30
Syntrophobacter_fumaroxidans-_-CP000478--_MPOB_T	37
Bdellovibrio_bacteriovorus-_-AJ292759--_HD_100-_DSM_50701_T	28
Pseudobdellovibrio_exovorus-_-EF687743--_JSS_T	28
Halobacteriovorax_marinus-_-FQ312005--_SJ_T	25
Geomonas_bemidjiensis-_-CP001124--_Bem_T	30
Geotalea_daltonii-_-EU660516--_FRC-32_T	30
Geotalea_toluenoxydans-_-EU711072--_TMJ1_T	30
Geotalea_uraniireducens-_-CP000698--_Rf4_T	10
Pelobacter_propionicus-_-CP000482--_DSM_2379_T	30
Trichlorobacter_lovleyi-_-CP001089--_SZ_T	35
Geobacter_sulfurreducens_subsp._sulfurreducens-_-U13928--_PCA_T	30
Geobacter_metallireducens-_-CP000148--_GS-15_T	30
Syntrophotalea_carbinolica-_-CP000142--_DSM_2380_T	30
Desulfuromonas_acetoxidans-_-AAEW02000008--_DSM_684_T	30
Geopsychrobacter_electrodiphilus-_-ARWE01000001--_DSM_16401_T	22
Myxococcus_xanthus-_-DQ768116--_ATCC_25232_T	20
Myxococcus_fulvus-_-DQ768117--_ATCC_25199_T	30
Corallococcus_coralloides-_-AJ811588--_DSM_2259_T	30
Archangium_violaceum-_-DQ768114--_DSM_14727_T	30
Cystobacter_fuscus-_-DQ768109--_DSM_2262_T	30
Melittangium_boletus-_-AJ233908--_Me_b8_T	30
Stigmatella_aurantiaca-_-GU207882--_DSM_17044_T	30
Anaeromyxobacter_dehalogenans-_-AF382396--_2CP-1-_ATCC_BAA-258_T	28
Sorangium_cellulosum-_-FJ457641--_DSM14627_T	26
Plesiocystis_pacifica-_-ABCS01000069--_SIR-1_T	30
Haliangium_ochraceum-_-CP001804--_DSM_14365_T	30
Deferrisoma_camini-_-JF802205--_S3R1_T	50
Thermodesulfobacterium_commune-_-AF418169--_DSM_2178_T	70
Thermodesulfobacterium_hveragerdense-_-AUIT01000020--_DSM_12571_T	65
Thermodesulfobacterium_thermophilum-_-ATXI01000006--_DSM_1276_T	65
Thermodesulfatator_indicus-_-CP002683--_DSM_15286_T	70
Thermodesulfatator_atlanticus-_-EU435435--_AT1325_T	70
Levilactobacillus_koreensis-_-FJ904277--_DCY50_T	30
Secundilactobacillus_malefermentans-_-AM113783--_DSM_5705_T	30
Fructilactobacillus_fructivorans-_-AEQY01000004--_KCTC_3543_T	35
Lentilactobacillus_buchneri_subsp._buchneri-_-AB205055--_JCM1115_T	37
Lentilactobacillus_kisonensis-_-AB366388--_YIT_11168_-=_NRIC_0741-_=_JCM_15041-_=_DSM_19906-_T	10
Pediococcus_acidilactici-_-AJ305320--_DSM_20284_-T-_T	30
Limosilactobacillus_oris-_-X94229--_DSM_4864T_T	37
Limosilactobacillus_antri-_-ACLL01000037--_DSM_16041_T	37
Limosilactobacillus_fermentum-_-AB626052--_NBRC_15885_T	37
Limosilactobacillus_gastricus-_-AY253658--_Kx156A7-_LMG_22113T-_DSM_16045T-_CCUG_48454T_T	33.5
Limosilactobacillus_coleohominis-_-AM113776--_DSM_14060_T	37
Limosilactobacillus_mucosae-_-AF126738--_CCUG_43179_-T--_S32-_DSM_13345_T	37
Paucilactobacillus_hokkaidonensis-_-AB721549--_LOOC260_T	25
Furfurilactobacillus_rossiae-_-AKZK01000036--_DSM_15814_T	30
Lacticaseibacillus_brantae-_-HQ022861--_SL1108_T	37
Lacticaseibacillus_nasuensis-_-AB608051--_SU_18_T	30
Lactobacillus_helveticus-_-AM113779--_DSM_20075_T	51.5
Lactobacillus_acidophilus-_-CBLQ010000054--_CIP_76.13_T	37
Lactobacillus_crispatus-_-AB008206--_YIT_0212_-=_JCM_1185-_T	37
Lactobacillus_amylovorus-_-CP017706--_DSM_20531_n_T	37
Lactobacillus_ultunensis-_-ACGU01000081--_DSM_16047_T	37
Lactobacillus_amylolyticus-_-Y17361--_DSM_1664_T_T	45
Lactobacillus_gigeriorum-_-FR681899--_CRBIP_24.85_T	37
Lactobacillus_pasteurii-_-FR681901--_1517_T	37
Lactobacillus_delbrueckii_subsp._lactis-_-AY050173--_ATCC_12315_T	37
Lactobacillus_delbrueckii_subsp._bulgaricus-_-CR954253--_ATCC_11842_T	37
Lactobacillus_equicursoris-_-AB290830--_DI70_T	37
Lactobacillus_jensenii-_-AF243176--_ATCC25258_T	37
Lactobacillus_gasseri-_-AF519171--_ATCC_33323_T	25
Lactobacillus_johnsonii-_-ACGR01000047--_ATCC_33200_T	37
Lactobacillus_hominis-_-FR681902--_CRBIP_24.179_T	37
Lactobacillus_iners-_-ACLN01000018--_DSM_13335_T	37
Lactobacillus_futsaii_subsp._futsaii-_-HQ322270--_YM_0097_T	10
Schleiferilactobacillus_shenzhenensis-_-JX523627--_KACC_16878_T	37
Loigolactobacillus_coryniformis_subsp._coryniformis-_-M58813--_DSM_20001_T	37
Latilactobacillus_curvatus-_-AM113777--_DSM_20019_T	37
Leuconostoc_mesenteroides_subsp._cremoris-_-ACKV01000113--_ATCC_19254_T	30
Leuconostoc_inhae-_-AEMJ01000011--_KCTC_3774_T	28
Leuconostoc_gelidum_subsp._gelidum-_-AF175402--_DSM5578_T	25
Leuconostoc_gasicomitatum-_-AF231131--_LMG_18811_T	20
Leuconostoc_lactis-_-AB023968--_JCM_6123_T	30
Leuconostoc_mesenteroides_subsp._mesenteroides-_-CP000414--_ATCC_8293_T	20
Fructobacillus_fructosus-_-AEOP01000025--_KCTC_3544_T	30
Leuconostoc_fallax-_-AEIZ01000004--_KCTC_3537_T	30
Oenococcus_oeni-_-AQVA01000009--_DSM_20252_T	30
Oenococcus_kitaharae-_-ATZG01000002--_DSM_17330_T	30
Weissella_koreensis-_-AKGG01000005--_KCTC_3621_T	30
Weissella_halotolerans-_-AB022926--_NRIC_1627_T	34
Weissella_ceti-_-FN813251--_1119-1A-09_T	29.6666667
Weissella_paramesenteroides-_-AB023238--_NRIC_1542_T	30
Weissella_confusa-_-AB023241--_JCM_1093_T	32.75
Ligilactobacillus_saerimneri-_-AY255802--_GDA154_-T--_LMG_22087_-T--_DSM_16049_-T--_CCUG_48462_-T-_T	30
Ligilactobacillus_ceti-_-AM292799--_142-2_T	37
Ligilactobacillus_equi-_-AB048833--_YIT_0455_T	37
Ligilactobacillus_ruminis-_-AB326354--_NBRC_102161_T	30
Liquorilactobacillus_vini-_-AJ576009--_CECT_5924_T	37
Liquorilactobacillus_uvarum-_-AY681126--_8_T	30
Streptococcus_pseudoporcinus-_-AEUY02000005--_LQ_940-04_T	37
Streptococcus_agalactiae-_-AB023574--_JCM_5671_T	37
Streptococcus_iniae-_-AF335572--_ATCC29178_T	37
Streptococcus_henryi-_-AQYA01000005--_DSM_19005_T	37
Streptococcus_macacae-_-AY188351--_ATCC_35911_T	37
Streptococcus_equi_subsp._ruminatorum-_-AJ605748--_CECT_5772_T	37
Streptococcus_ratti-_-AJTZ01000001--_FA-1_T	37
Streptococcus_thoraltensis-_-ARCI01000048--_DSM_12221_T	37
Streptococcus_ovis-_-ARCH01000026--_DSM_16829_T	37
Streptococcus_minor-_-AQYB01000004--_DSM_17118_T	37
Streptococcus_pseudopneumoniae-_-AY612844--_ATCC_BAA-960-_gc297-03-_CDC_ss1757_T	37
Streptococcus_oralis_subsp._tigurinus-_-AORU01000002--_AZ_3a_T	37
Streptococcus_oralis_subsp._dentisani-_-HG315101--_DSM_27088_T	37
Streptococcus_infantis-_-AEVD01000030--_ATCC_700779_T	37
Streptococcus_peroris-_-AEVF01000016--_ATCC_700780_T	37
Streptococcus_cristatus-_-AY188347--_ATCC_51100_T	37
Streptococcus_australis-_-AFUD01000048--_ATCC_700641_T	37
Streptococcus_parasanguinis-_-CP002843--_ATCC_15912_T	37
Streptococcus_sanguinis-_-AFAZ01000011--_SK1_T	37
Streptococcus_marimammalium-_-AJ634751--_M54/01/1_T	37
Streptococcus_intermedius-_-AF104671--_ATCC27335_T	37
Streptococcus_constellatus_subsp._viborgensis-_-JN787160--_SK1359_T	37
Streptococcus_anginosus_subsp._whileyi-_-JN787193--_CCUG_39159_T	37
Streptococcus_merionis-_-ARCF01000025--_DSM_19192_T	37
Streptococcus_lutetiensis-_-AJ297215--_NEM_782_T	37
Streptococcus_infantarius_subsp._coli-_-AF429763--_HDP90246_T	37
Streptococcus_infantarius_subsp._infantarius-_-AF177729--_HDP90104-_SLB_T	30
Streptococcus_equinus-_-AEVB01000043--_ATCC_9812_T	37
Streptococcus_vestibularis-_-AY188353--_ATCC_49124_T	37
Streptococcus_salivarius_subsp._thermophilus-_-AY188354--_ATCC_19258_T	37
Lactococcus_fujiensis-_-AB485959--_NJ_317_T	37
Enterococcus_dispar-_-ASWK01000001--_ATCC_51266_T	37
Enterococcus_sulfureus-_-AF061001--_ATCC49903_T	37
Enterococcus_italicus-_-AEPV01000109--_DSM_15952_T	37
Enterococcus_saccharolyticus_subsp._saccharolyticus-_-AF061004--_ATCC43076_T	37
Enterococcus_cecorum-_-AF061009--_ATCC43198_T	37
Enterococcus_columbae-_-ASWJ01000009--_ATCC_51263_T	37
Tetragenococcus_halophilus_subsp._halophilus-_-AJ301843--_DSM_20339_T	30
Melissococcus_plutonius-_-AB614100--_ATCC_35311_T	30
Enterococcus_avium-_-AF133535--_CIP_103_019_T	37
Enterococcus_malodoratus-_-AJ301835--_LMG_10747_T	37
Enterococcus_hirae-_-Y17302--_DSM_20160_T	37
Enterococcus_villorum-_-ASWG01000003--_ATCC_700913_T	37
Enterococcus_haemoperoxidus-_-AF286832--_CCM_4851T_T	37
Carnobacterium_inhibens_subsp._inhibens-_-JQIV01000006--_K1_T	30
Carnobacterium_inhibens_subsp._gilichinskyi-_-Z73313--_K1_T	30
Carnobacterium_jeotgali-_-EU817500--_MS3_T	30
Alloiococcus_otitis-_-AGXA01000033--_ATCC_51267_T	37
Dolosigranulum_pigrum-_-AGEF01000001--_ATCC_51524_T	37
Allofustis_seminis-_-ARFP01000003--_DSM_15817_T	37
Facklamia_hominis-_-AGZD01000013--_CCUG_36813_T	37
Facklamia_languida-_-AGEG01000003--_CCUG_37842_T	37
Abiotrophia_defectiva-_-D50541--_GIFU12707_-ATCC49176-_T	37
Aerococcus_viridans-_-ADNT01000041--_ATCC_11563_T	30
Granulicatella_adiacens-_-ACKZ01000002--_ATCC_49175_T	37
Granulicatella_elegans-_-AF016390--_DSM_11693-_B1333_T	37
Listeria_seeligeri-_-DQ065845--_ATCC_35967_T	37
Listeria_marthii-_-EU545982--_NR-9579_T	30
Listeria_monocytogenes-_-X56153--_NCTC10357_T	5
Listeria_innocua-_-X98527--_ATCC33090_T	37
Listeria_welshimeri-_-DQ065846--_ATCC_35897_T	37
Listeria_grandensis-_-JX961635--_FSL_F6-971_T	30
Listeria_cornellensis-_-JX961634--_FSL_F6-969_T	30
Listeria_riparia-_-JX961638--_FSL_S10-1204_T	30
Listeria_grayi-_-X98526--_ATCC19120_T	37
Listeria_aquatica-_-JX961637--_FSL_S10-1188_T	30
Listeria_floridensis-_-JX961636--_FSL_S10-1187_T	30
Staphylococcus_intermedius-_-CAIB01000045--_NCTC_11048_T	37
Staphylococcus_carnosus_subsp._utilis-_-AB233329--_GTC_1232_T	37
Staphylococcus_carnosus_subsp._carnosus-_-EU727181--_CIP103274_T	37
Staphylococcus_simulans-_-D83373--_ATCC_27848_-=_MAFF_910161-_T	31.5
Staphylococcus_massiliensis-_-EU707796--_CCUG_55927_T	37
Staphylococcus_saprophyticus_subsp._saprophyticus-_-AP008934--_ATCC_15305_T	37
Staphylococcus_equorum_subsp._equorum-_-AB009939--_ATCC_43958_T	30
Staphylococcus_arlettae-_-AB009933--_ATCC_43957_T	37
Staphylococcus_pettenkoferi-_-AF322002--_B3117_T	35
Staphylococcus_aureus_subsp._aureus-_-L36472--_ATCC_12600_T	33.5
Staphylococcus_simiae-_-AY727530--_CCM_7213_T	37
Staphylococcus_aureus_subsp._anaerobius-_-D83355--_ATCC_35844_T	33.5
Staphylococcus_singaporensis-_-MT628672--_I21T	37
Staphylococcus_roterodami-_-OD916897--_DSM111914_T	37
Staphylococcus_epidermidis-_-D83363--_ATCC_14990_T	30
Staphylococcus_pasteuri-_-AB009944--_ATCC_51129_T	30
Staphylococcus_lugdunensis-_-AB009941--_ATCC_43809_T	36
Staphylococcus_haemolyticus-_-X66100--_CCM2737_T	35
Staphylococcus_hominis_subsp._hominis-_-X66101--_DSM_20328_T	34
Macrococcus_caseolyticus_subsp._caseolyticus-_-Y15711--_ATCC_13548_T	35
Macrococcus_caseolyticus-_-D83359--_ATCC_13548_-=_MAFF_911387-_T	35
Salinicoccus_alkaliphilus-_-AF275710--_T8_T	37
Salinicoccus_albus-_-EF177692--_YIM-Y21_T	28
Salinicoccus_carnicancri-_-ANAM01000001--_Crm_T	28
Exiguobacterium_sibiricum-_-CP001022--_255-15_T	28
Exiguobacterium_antarcticum-_-DQ019164--_DSM_14480_T	28
Exiguobacterium_alkaliphilum-_-EU379016--_12/1_T	37
Gemella_haemolysans-_-L14326--_ATCC_10379_T	37
Gemella_cuniculi-_-AJ251987--_M60449/99/1_T_T	37
Solibacillus_isronensis-_-EF114311--_B3W22_T	25
Solibacillus_silvestris-_-AJ006086--_HR3-23_LTP__T	25
Lysinibacillus_odysseyi-_-AF526913--_34hs1_T	30
Ureibacillus_manganicus-_-JX993821--_Mn1-7_T	37
Ureibacillus_thermosphaericus-_-AB101594--_DSM10633T_T	48.5
Kurthia_massiliensis-_-JF824795--_JC30_T	37.5
Metalysinibacillus_jejuensis-_-HQ392513--_N2-5_T	30
Sporosarcina_newyorkensis-_-GU994085--_6062_T	25
Planococcus_antarcticus-_-AJ314745--_CMS_26or__T	25
Planococcus_halocryophilus-_-JF742665--_Or1_T	-10
Planococcus_donghaensis-_-EF079063--_JH1_T	27.5
Bhargavaea_cecembensis-_-AM286423--_DSE10_T	37
Heyndrickxia_acidiproducens-_-EF379274--_SL213_T	30
Neobacillus_vireti-_-AJ542509--_LMG_21834_T	30
Neobacillus_bataviensis-_-AJ542508--_LMG_21833_T	30
Peribacillus_psychrosaccharolyticus-_-AB021195--_ATCC23296_T	20
Mesobacillus_selenatarsenatis-_-AB262082--_SF-1_T	40
Robertmurraya_massiliosenegalensis-_-JF824800--_JC6_T	37
Niallia_nealsonii-_-EU656111--_DSM_15077_T	30
Cytobacillus_oceanisediminis-_-GQ292772--_H2_T	37
Priestia_aryabhattai-_-EF114313--_B8W22_T	37
Priestia_megaterium-_-D16273--_IAM_13418_T	30
Sutcliffiella_horikoshii-_-AB043865--_DSM8719_T	30
Bacillus_methanolicus-_-AFEU01000002--_PB1_T	45
Geobacillus_stearothermophilus-_-AB021196--_IFO12550_T	65
Geobacillus_kaustophilus-_-AB681787--_NBRC_102445_T	55
Caldalkalibacillus_thermarum-_-AY753654--_HA6_T	60
Calditerricola_satsumensis-_-AB250968--_YMO81_T	78
Anoxybacillus_ayderensis-_-AF001963--_AB04_T	55
Anoxybacillus_salavatliensis-_-EU326496--_A343_T	55
Anoxybacillus_gonensis-_-CP012152--_G2_n_T	55
Anoxybacillus_kamchatkensis-_-AF510985--_JW/VK-KG4_T	55
Bacillus_smithii-_-Z26935--_DSM_4216_T	37
Rossellomorea_aquimaris-_-AF483625--_TF-12_T	30
Bacillus_coahuilensis-_-ABFU01000135--_m4-4_T	30
Jeotgalibacillus_soli-_-FR693626--_P9_T	30
Bacillus_mycoides-_-AB021192--_ATCC6462_T	30
Bacillus_cereus-_-AE016877--_ATCC_14579_T	25
Bacillus_pseudomycoides-_-ACMX01000133--_DSM_12442_T	30
Bacillus_subtilis-_-AJ276351--_DSM10_T	30
Bacillus_inaquosorum-_-AMXN01000021--_KCTC_13429_T	30
Bacillus_siamensis-_-GQ281299--_PD-A10_T	30
Bacillus_subtilis-_-MK256302--_DSM_10_T	30
Bacillus_atrophaeus-_-AB021181--_JCM9070_T	30
Bacillus_licheniformis-_-CP000002--_ATCC_14580-_DSM_13_T	37
Bacillus_sonorensis-_-AB681416--_NBRC_101234_T	37.5
Bacillus_pumilus-_-ABRX01000007--_ATCC_7061_T	30
Bacillus_altitudinis-_-AJ831842--_41KF2b_T	45
Turicibacter_sanguinis-_-AF349724--_MOL361_LTP__T	37
Haloplasma_contractile-_-EF999972--_SSD-17B_T	30
Oceanobacillus_iheyensis-_-BA000028--_HTE831_T	30
Oceanobacillus_kimchii-_-GU784860--_X50_T	30
Ornithinibacillus_scapharcae-_-HQ171440--_TW25_T	30
Aquibacillus_sediminis-_-EU191908--_BH258_T	30
Lentibacillus_juripiscarius-_-AB127980--_IS40-3_T	30
Amphibacillus_xylanus-_-AP012050--_NBRC_15112_T	37
Amphibacillus_jilinensis-_-AMWI01000052--_Y1_T	30
Gracilibacillus_lacisalsi-_-DQ664540--_BH312_T	30
Gracilibacillus_halophilus-_-EU135704--_YIM_C55.5_T	28
Halobacillus_halophilus-_-HE717023--_DSM_2266_T	30
Alkalibacillus_haloalkaliphilus-_-AB681948--_NBRC_103110_T	32.5
Piscibacillus_salipiscarius-_-AB194046--_RBU1-1_T	30
Pontibacillus_litoralis-_-EU583724--_JSM_072002_T	30
Paenibacillus_polymyxa-_-HG324065--_DSM_36_T	30
Paenibacillus_peoriae-_-AJ320494--_DSM_8320_T	30
Paenibacillus_terrae-_-AF391124--_AM141_T	30
Paenibacillus_massiliensis_subsp._massiliensis-_-AY323608--_2301065_T	33.5
Paenibacillus_urinalis-_-EF212892--_5402403_T	35
Paenibacillus_uliginis-_-FN556467--_N3/975_T	30
Paenibacillus_lactis-_-AY257868--_MB_1871_T	35
Paenibacillus_sonchi-_-DQ358736--_X19-5_T	10
Paenibacillus_apii-_-KX017285--_7124_T	28
Paenibacillus_sophorae-_-GQ985395--_S27_T	30
Paenibacillus_fonticola-_-DQ453131--_ZL_T	38.5
Paenibacillus_pini-_-GQ423056--_S22_T	25
Paenibacillus_alvei-_-AJ320491--_DSM_29_T	30
Paenibacillus_popilliae-_-AB073198--_ATCC_14706_T	30
Paenibacillus_sanguinis-_-AY323609--_2301083_T	33.5
Paenibacillus_barengoltzii-_-AB681405--_NBRC_101215_T	37
Paenibacillus_timonensis-_-AY323612--_2301032_T	30
Paenibacillus_elgii-_-AY090110--_SD17_T	32.5
Paenibacillus_ginsengihumi-_-EF452662--_DCY16_T	30
Paenibacillus_chitinolyticus-_-AB021183--_IFO15660_T	30
Cohnella_panacarvi-_-AB271056--_Gsoil_349_T	30
Cohnella_laeviribosi-_-DQ459874--_RI-39-_KCTC3987-_KCCM10653-_CCUG52217_T	45
Paenibacillus_senegalensis-_-JF824808--_JC66_T	37
Thermobacillus_composti-_-AB254031--_KWC4_T	50
Paenibacillus_pinihumi-_-GQ423057--_S23_T	28
Paenibacillus_curdlanolyticus-_-AB073202--_DSM_10247_T	30
Paenibacillus_paridis-_-MK956104--_py1325_T	30
Saccharibacillus_sacchari-_-EU014873--_GR21_T	30
Saccharibacillus_kuerlensis-_-EU046270--_HR1_T	33.5
Evansella_cellulosilyticus-_-AB043852--_N-4_T	37
Evansella_caseinilyticus-_-LK026324--_SP_T	30
Alteribacter_aurantiacus-_-AJ605773--_K1-5_T	20
Marinococcus_luteus-_-FJ214659--_YIM_91094_T	28
Salsuginibacillus_kocurii-_-AM492160--_CH9d_T	37
Sporolactobacillus_vineae-_-EF581819--_SL153_T	30
Sporolactobacillus_laevolacticus-_-AB374516--_IAM_12321_T	37
Sporolactobacillus_inulinus-_-AB374521--_NBRC_13595_T	37
Brevibacillus_agri-_-AB112716--_DSM_6348T_T	30
Brevibacillus_borstelensis-_-AB112721--_DSM_6347T_T	30
Aneurinibacillus_aneurinilyticus-_-X94194--_DSM_5562_T	30
Fictibacillus_macauensis-_-AKKV01000038--_ZFHKF-1_T	30
Alicyclobacillus_acidocaldarius_subsp._acidocaldarius-_-AJ496806--_DSM_446_T	60
Alicyclobacillus_acidoterrestris-_-AB042057--_ATCC_49025T_T	45
Alicyclobacillus_hesperidum-_-AB059678--_DSM_12489T_T	45
Alicyclobacillus_pomorum-_-AB089840--_3A_T	45
Kyrpidia_tusciae-_-CP002017--_DSM_2912_T	50
Effusibacillus_pohliae-_-AJ564766--_MP4_=_CIP_109385_=_NCIMB_14276_T	45
Mycoplasma_crocodyli-_-CP001991--_MP145_T	37
Mycoplasma_miroungigenitalium-_-GU905023--_Mirounga_ES2806-GENT	37
Mycoplasma_hyopneumoniae-_-AE017243--_J_T	37
Mycoplasma_bovoculi-_-CP007154--_M165_T	37
Mycoplasma_hyorhinis-_-ARTL01000026--_BTS7_T	37
Mycoplasma_mobile-_-AE017308--_163K_T	20
Mycoplasma_orale-_-AY796060--_NC10112-_CH_19299-_ATCC_23714_T	37
Mycoplasma_capricolum_subsp._capricolum-_-U26046--_California_kid_T	37
Mycoplasma_mycoides_subsp._mycoides-_-BX293980--_PG1_T	37
Mesoplasma_florum-_-AF300327--_L1-_ATCC_33453_T	20
Spiroplasma_culicicola-_-AY189129--_ATCC_35112-_AES-1_T	30
Spiroplasma_floricola-_-AY189131--_ATCC_29989-_23-6_T	30
Spiroplasma_taiwanense-_-CP005074--_CT-1_T	30
Spiroplasma_phoeniceum-_-AY772395--_P40_T	30
Spiroplasma_insolitum-_-AY189133--_ATCC_33502-_M55_T	30
Spiroplasma_syrphidicola-_-CP005078--_EA-1_T	30
Spiroplasma_chrysopicola-_-AY189127--_ATCC_43209-_DF-1_T	30
Spiroplasma_mirum-_-M24662--_SMCA_T	30
Spiroplasma_eriocheiris-_-CP001973--_CCTCC_M_207170_n_T	30
Mycoplasma_amphoriforme-_-HM235423--_A39_T	37
Mycoplasma_gallisepticum-_-AB680686--_NBRC_14855_T	37
Mycoplasma_genitalium-_-AAGX01000019--_G-37_T	37
Spiroplasma_platyhelix-_-DQ860101--_PALS-1_T	30
Allobaculum_stercoricanis-_-ARAE01000003--_DSM_13633_T	37
Faecalicoccus_pleomorphus-_-ATUT01000005--_DSM_20574_T	37
Holdemanella_biformis-_-ABYT01000002--_DSM_3989_T	37
Amedibacillus_dolichus-_-AB649277--_JCM_10413_T	37
Erysipelothrix_rhusiopathiae-_-ACLK02000003--_ATCC_19414_T	37
Erysipelothrix_tonsillarum-_-AB540983--_JCM_8533_T	37
Bulleidia_extructa-_-AF220064--_DSM_13220_T	37
Holdemania_filiformis-_-Y11466--_ATCC_51649_T	37
Holdemania_massiliensis-_-CALK01000057--_AP2_T	37
Eggerthia_catenaformis-_-AGEJ01000021--_OT_569_T	37
Kandleria_vitulina-_-AB210825--_JCM_1143_T	37
Catenibacterium_mitsuokai-_-AB910738--_JCM_10609_T	37
Coprobacillus_cateniformis-_-AB030219--_JCM_10604_T	37
Fusobacterium_nucleatum_subsp._nucleatum-_-AE009951--_ATCC_25586_T	37
Fusobacterium_nucleatum_subsp._animalis-_-AFQD01000460--_ATCC_51191_T	37
Filifactor_alocis-_-X55406--_ATCC_35896T_T	37
Fusobacterium_vincentii-_-AABF01000111--_ATCC_49256_T	37
Fusobacterium_naviforme-_-AJ006965--_DMS_20699-_NCTC_11464_T	37
Fusobacterium_nucleatum_subsp._polymorphum-_-AF287812--_ATCC_10953_T	37
Fusobacterium_periodonticum-_-ACJY01000002--_ATCC_33693_T	37
Fusobacterium_russii-_-M58681--_ATCC_25533_T	37
Fusobacterium_mortiferum-_-AJ867032--_ATCC_25557_T	30
Fusobacterium_varium-_-AJ867036--_ATCC_8501_T	37
Fusobacterium_ulcerans-_-X55412--_NCTC_12111T_T	37
Fusobacterium_necrophorum_subsp._necrophorum-_-AJ867039--_ATCC_25286_T	30
Fusobacterium_gonidiaformans-_-X55410--_ATCC_25563T_T	37
Cetobacterium_somerae-_-AJ438155--_WAL_14325_T	37
Ilyobacter_polytropus-_-CP002282--_DSM_2926_T	32.2
Streptobacillus_moniliformis-_-CP001779--_DSM_12112_T	37
Sebaldella_termitidis-_-CP001739--_ATCC_33386_T	37
Pseudoleptotrichia_goodfellowii-_-AY029807--_LB57_T	37
Leptotrichia_buccalis-_-CP001685--_DSM_1135_T	37
Clostridium_nexile-_-X73443--_DSM_1787_T	37
Clostridium_scindens-_-ABFY02000057--_ATCC_35704_T	35
Clostridium_hylemonae-_-AB910737--_JCM_10539_T	37
Dorea_formicigenerans-_-AAXA02000006--_ATCC_27755_T	37
Blautia_producta-_-AB600998--_JCM_1471_T	37
Blautia_hansenii-_-CP022413--_DSM_20583_n_T	37
