#OTU_IDs	trait1	metadata_NSTI
Arcobacter_lekithochrous-_-LT629298--_CECT_8942_T	26.0	0.0829
g__423604	51.0	0.35031
Proteiniphilum_propionicum-_-OM666862--_JNU-WLY501T	36.0	0.07167
Polaribacter_aquimarinus-_-MH000434--_ZY113_T	26.0	0.03889
Gottschalkia_purinilytica-_-FR749894--_DSM_1384_T	56.0	0.16602
Teredinibacter_haidensis-_-MT416119--_Bs08_T	28.0	0.07008
g__1434049	34.0	0.11189
g__1434048	37.0	0.34968
g__1434047	28.0	0.07129
g__1434046	29.0	0.06427
g__1434045	23.0	0.10701000000000001
g__1434044	23.0	0.16433
g__1434043	31.0	0.07642
Streptomyces_ossamyceticus-_-AB184560--_NBRC_13983_T	28.0	0.052379999999999996
g__1434041	39.0	0.11427000000000001
g__1434040	40.0	0.18661
g__13075	37.0	0.16466999999999998
Flavobacterium_rivuli-_-AM934661--_WB3.3-2_T	20.0	0.0
Chryseobacterium_taklimakanense-_-JX100825--_F9257_T	31.0	0.12194000000000002
Nakamurella_antarctica-_-KX260107--_s14-144_T	29.0	0.08152000000000001
g__2058174	26.0	0.04725000000000001
Reyranella_aquatilis-_-KY363639--_Seoho-37_T	31.0	0.015390000000000001
g__1884449	33.0	0.07189000000000001
Pseudovibrio_denitrificans-_-AY486423--_DN34_T	28.0	0.09061
Agarivorans_aestuarii-_-KM203871--_hydD622_T	21.0	0.042289999999999994
Bacillus_badius-_-AB271748--_NBRC_15713_T	34.0	0.09974
Alysiella_crassa-_-AB087264--_IAM_14969_T	37.0	0.059609999999999996
Gimesia_benthica-_-MN434988--_E7_T	30.0	0.044629999999999996
g__2172100	31.0	0.07436
Periweissella_fabaria-_-FM179678--_257_T	32.0	0.11079
Pseudomonas_azerbaijanorientalis-_-CP077078--_SWRI123T	29.0	0.016730000000000002
g__2039709	34.0	0.14948
Marinococcus_salis-_-LN879357--_5M_T	33.0	0.01507
Nonomuraea_typhae-_-MN311023--_p1410_T	29.0	0.09839
Terrimonas_rhizosphaerae-_-FJ772030--_CR94_T	23.0	0.10539
Arcobacter_vandammei-_-MW181429--_R-73987T	27.0	0.02931
Maribacter_polysiphoniae-_-AM497875--_LMG_23671_=_KMM_6151_T	29.0	0.13798
Sorangium_cellulosum-_-FJ457641--_DSM14627_T	26.0	0.0
Hymenobacter_swuensis-_-JX308618--_DY53_T	28.0	0.06572
Carboxylicivirga_sediminis-_-KY800901--_JR1_T	32.0	0.14883
Streptomyces_kalpinensis-_-KX021818--_TRM_46509_T	26.0	0.052779999999999994
g__2079011	69.0	0.08352000000000001
Roseibium_aestuarii-_-MN513348--_SYSU_M00256-3_T	29.0	0.05091999999999999
Duganella_pernnla-_-MN865815--_FT109W_T	24.0	0.059490000000000015
g__1883	43.0	0.13164999999999996
Halomonas_malpeensis-_-JQ730736--_YU-PRIM-29_T	29.0	0.05565
Streptomyces_endophyticus-_-GU367154--_YIM_65594_T	26.0	0.12222
Thermus_sediminis-_-LC382246--_L198_T	70.0	0.04745
Echinicola_sediminis-_-KX774280--_001-Na2_T	26.0	0.06074
Corynebacterium_wankanglinii-_-MN592990--_zg-913T	37.0	0.01701
Pseudomonas_khazarica-_-KX712072--_TBZ2_T	37.0	0.02305
Ornithinimicrobium_tianjinense-_-JQ948045--_B2_T	22.0	0.07301
g__82800	33.0	0.07125
Leucobacter_iarius-_-AM040493--_40_T	28.0	0.03244
g__82802	34.0	0.07695
Arenimonas_composti-_-AUFF01000019--_DSM_18010_T	30.0	0.0
Psychroflexus_saliphilus-_-KX155775--_WDS4A13_T	26.0	0.10139
Thermococcus_aegaeus-_-AY099171--_DSM_12767_T	85.0	0.01309
Kitasatospora_paranensis-_-AY442268--_HKI_0190_T	28.0	0.04660000000000001
Clostridium_malenominatum-_-FR749893--_DSM_1127_T	40.0	0.13149
Panacibacter_microcysteis-_-MW341406--_DH6T	26.0	0.16167
Rhizobium_daejeonense-_-AY341343--_L61T-_KCTC_12121_T	30.0	0.06004
Colwellia_psychrerythraea-_-AF001375--_ATCC27364-_ACAM_550T_T	10.0	0.0
g__1472344	36.0	0.0002
Spirosoma_horti-_-LC269321--_S7-3-19_T	20.0	0.054529999999999995
Anoxybacillus_calidus-_-FJ430012--_C161ab_T	59.0	0.07557
Shewanella_algidipiscicola-_-AB681675--_NBRC_102032_T	18.0	0.0745
Spirosoma_lituiforme-_-LC269316--_S1-2-4_T	20.0	0.07184
g__160798	62.0	0.02282
Vibrio_ichthyoenteri-_-AJ421445--_DSM_14397T_T	28.0	0.0
Sinomicrobium_pectinilyticum-_-JN609388--_5DNS001_T	23.0	0.14671
g__160795	36.0	0.03828000000000001
g__160794	31.0	0.06639
Brevibacillus_reuszeri-_-AB680946--_NBRC_15719_T	30.0	0.02532
Adlercreutzia_hattorii-_-LC604630--_8CFCBH1T	37.0	0.037129999999999996
Kineosporia_babensis-_-AB522101--_NBRC_104154_T	28.0	0.03536
Olsenella_profusa-_-AF292374--_D315A-29_T	37.0	0.0
Alkaliphilus_pronyensis-_-KJ159207--_LacV_T	36.0	0.10737
Leucobacter_denitrificans-_-GQ246672--_M1T8B10_T	28.0	0.03326
Deinococcus_soli-_-KC771032--_N5_T	28.0	0.13335
Corynebacterium_massiliense-_-EF217056--_5402485_T	37.0	0.0
Nocardiopsis_alkaliphila-_-AY230848--_DSM44657T-_CCTCC_AA00103T_T	29.0	0.0
Roseomonas_oryzicola-_-EU707562--_YC6724_T	30.0	0.13267
Celeribacter_neptunius-_-FJ535354--_H_14_T	27.0	0.11585000000000001
g__85043	30.0	0.03991
Gordonia_sediminis-_-MH013353--_AMA120_T	28.0	0.021150000000000002
g__496496	36.0	0.04333
Tepidiphilus_succinatimandens-_-AY219713--_BON4_T	37.0	0.01815
g__1364858	28.0	0.13385
Olivibacter_soli-_-AB267715--_Gsoil_034_T	16.0	0.16381
Aliiroseovarius_subalbicans-_-OM943771--_N1Y82T	12.0	0.11377
Sphingorhabdus_buctiana-_-KJ667149--_T5_T	29.0	0.0794
Escherichia_hermannii-_-AB682276--_NBRC_105704_T	37.0	0.0
Aquariibacter_albus-_-MK503700--_SJAQ100T	35.0	0.049150000000000006
Tsukamurella_paurometabola-_-AF283280--_ATCC8368_T	28.0	0.0
Desulfobacter_latus-_-AJ441315--_DSM_3381_T	31.0	0.05108
g__375673	24.0	0.07285
g__236052	30.0	0.12624
Xanthomonas_nasturtii-_-KX518637--_WHRI_8853_T	25.0	0.0006000000000000001
Anaerostipes_hadrus-_-FR749932--_DSM_3319_T	37.0	0.0
g__335927	27.0	0.05270999999999999
Rhizobium_tropici-_-U89832--_CIAT_899-_USDA_9030_T	30.0	0.0
Spirosoma_fluminis-_-LC148305--_15J17T_T	25.0	0.13772
g__158851	37.0	0.05952
Sphingobacterium_cavernae-_-MH605321--_5.0403-2_T	16.0	0.11817000000000001
Bacillus_kexueae-_-MF582327--_Ma50-5_T	48.0	0.06135
Salibacterium_lacus-_-KX818201--_GSS13_T	33.0	0.1815
Amycolatopsis_japonica-_-AJ508236--_DSM_44213_T	28.0	0.01637
Mycobacterium_innocens-_-LS999933--_MK13_T	35.0	0.034699999999999995
Streptomyces_drozdowiczii-_-AB249957--_NBRC_101007_T	28.0	0.02322
Blastococcus_colisei-_-LN626273--_BMG_822_T	25.0	0.06958
Vibrio_mimicus-_-X74713--_ATCC_33653T_T	20.0	0.0017200000000000002
g__76632	41.0	0.011099999999999999
g__76634	28.0	0.07901
Bartonella_schoenbuchensis-_-AJ278187--_R1_T	37.0	0.00443
Pseudomonas_viciae-_-MN698727--_11K1_T	27.0	0.0065699999999999995
Campylobacter_volucris-_-FM883694--_LMG_24380_T	37.0	0.01364
g__2864378	39.0	0.037200000000000004
Aequorivita_capsosiphonis-_-EU290153--_A71_T	21.0	0.09941
Sphingomonas_solaris-_-MK569518--_R4DWN_T	29.0	0.09004999999999999
Gluconobacter_sphaericus-_-AB178431--_NBRC_12467_T	27.0	0.0127
Paenibacillus_ripae-_-KP076219--_HZ1_T	32.0	0.1418
Clostridium_fermenticellae-_-MG753792--_JN500901_T	35.0	0.09834
Sphingobacterium_detergens-_-JN015213--_6.2S_T	16.0	0.15682
Thermogemmatispora_foliorum-_-AB547913--_ONI-5_T	51.0	0.23439
Xanthomonas_theicola-_-Y10763--_LMG_8684_T_T	28.0	0.00109
Marixanthomonas_ophiurae-_-AB261012--_KMM_3046_T	24.0	0.21877
Actinomyces_trachealis-_-MT894139--_zg-993_T	37.0	0.10028999999999999
Psychrobacter_piechaudii-_-KY292375--_CIP_110854_T	28.0	0.07258
Streptomyces_rhizoryzae-_-MW326223--_RS10V-4T	24.0	0.06421000000000002
Apilactobacillus_xinyiensis-_-LC634436--_F575-4_T	27.0	0.08376
Roseivivax_halotolerans-_-FOXV01000030--_JCM_10271_w_T	28.0	0.07250999999999999
Jejuia_pallidilutea-_-EU443204--_EM39_T	26.0	0.12581
g__2850403	23.0	0.14621
Soehngenia_longivitae-_-MN698738--_1933P_/type_materialtype_strain_of_Soehngenia_longivitaeT	48.0	0.18024
Thauera_butanivorans-_-AB681922--_NBRC_103042_T	28.0	0.0
g__1615910	32.0	0.17298
Bhargavaea_beijingensis-_-EF371374--_ge10_T	30.0	0.00563
Pinibacter_aurantiacus-_-MH368770--_MAH-26T	25.0	0.17326000000000003
Aeromonas_salmonicida_subsp._achromogenes-_-X60407--_NCIMB_1110_T	35.0	0.009989999999999999
Stenotrophomonas_indicatrix-_-KJ452162--_WS40_T	32.0	0.01941
Nocardioides_terrae-_-FJ423762--_VA15_T	29.0	0.10916000000000001
Acrocarpospora_macrocephala-_-AB025318--_IFO_16266_T	29.0	0.10955
Leisingera_methylohalidivorans-_-AY005463--_MB2_T	20.0	0.0
Ideonella_benzenivorans-_-MZ041034--_B7T	32.0	0.055889999999999995
Thermotalea_metallivorans-_-EU443727--_B2-1_T	40.0	0.23174
Aquimarina_hainanensis-_-KP200684--_M124_T	23.0	0.09481999999999999
Lactobacillus_delbrueckii_subsp._delbrueckii-_-AY773949--_BCRC12195_T	37.0	0.01164
Microbacterium_jejuense-_-JX997974--_THG-C31_T	34.0	0.0547
Bifidobacterium_moukalabense-_-AB821293--_JCM_18751_T	37.0	0.0
g__662	26.0	0.03873000000000001
Nocardioides_soli-_-JF937914--_mbc-2_T	29.0	0.02886
Macrococcus_lamae-_-AY119687--_CCM_4815_T	35.0	0.048409999999999995
g__2670333	34.0	0.13198000000000001
g__1649478	55.0	0.18047000000000002
g__1649479	32.0	0.23122
g__1649470	29.0	0.08288000000000001
g__1649471	33.0	0.10967
Paenibacillus_lacus-_-LN812815--_Agd-32_T	29.0	0.06505
g__1649473	27.0	0.17467
g__1649474	20.0	0.16936
g__1649475	29.0	0.32213
g__1649476	23.0	0.13321000000000002
g__1649477	32.0	0.062369999999999995
Leuconostoc_lactis-_-AB023968--_JCM_6123_T	30.0	0.0
Thermosynergistes_pyruvativorans-_-MK558920--_S15_T	48.0	0.17903000000000002
g__984996	26.0	0.012889999999999999
Pseudodesulfovibrio_tunisiensis-_-EF577029--_RB22_T	29.0	0.12053
Pseudomonas_lundensis-_-AB021395--_ATCC_49968_T	23.0	0.021640000000000003
Alteromonas_confluentis-_-KR094792--_DSSK2-12_T	19.0	0.06362999999999999
Chryseobacterium_soldanellicola-_-AB681270--_NBRC_100864_T	27.0	0.08678
Bacillus_stercoris-_-MN536904--_JCM_30051_T	30.0	0.03121
Hymenobacter_sediminis-_-MH424461--_ELS1360_T	28.0	0.09004
Eubacterium_tenue-_-FR749984--_DSM_20695_T	48.0	0.0612
Desulfurobacterium_atlanticum-_-AY268939--_SL22_T	67.0	0.09228
Tepidimonas_alkaliphilus-_-MF509266--_YIM_72238_T	29.0	0.14966000000000002
Patiriisocius_marinus-_-KF146346--_IMCC12008_T	24.0	0.15306999999999998
Novosphingobium_aquimarinum-_-MN826708--_M24A2M_T	29.0	0.04534
Pseudoteredinibacter_isoporae-_-FJ347760--_SW-11_T	28.0	0.12743000000000002
Mycolicibacterium_lacusdiani-_-MW723388--_JXJCY_35_T	37.0	0.03959
Aquimarina_rubra-_-KX262846--_SS2-9_T	17.0	0.05371
g__2613912	76.0	0.24541000000000002
Hymenobacter_caeli-_-MN007168--_9A_T	20.0	0.17087
Dickeya_oryzae-_-MK791744--_ZYY5_T	26.0	0.0294
g__700450	25.0	0.19178
Roseivirga_seohaensis_subsp._seohaensis-_-AY739663--_SW-152_T	14.0	0.14521
Labrys_monachus-_-AJ535707--_VKM-B1479_T	29.0	0.03909
Altererythrobacter_amylolyticus-_-KX601069--_NS1_T	28.0	0.06661
Colwellia_psychrotropica-_-U85846--_ACAM_179T_T	10.0	0.0
Deinococcus_koreensis-_-MF669554--_SJW1-2_T	28.0	0.10146
Peribacillus_frigoritolerans-_-GU252128--_DSM_8801_T	27.0	0.03408
Chryseobacterium_artocarpi-_-KF751867--_UTM-3_T	28.0	0.04069
Sabulibacter_ruber-_-MT527581--_SYSU_D00434_T	20.0	0.16519
Arthrobacter_koreensis-_-AY116496--_CA15-8_T	30.0	0.07489000000000001
Pasteurella_stomatis-_-AY362925--_CCUG_17979_T	37.0	0.01768
Desulfosporosinus_burensis-_-JF810424--_BSREI1_T	31.0	0.08019000000000001
Mycobacterium_sherrisii-_-AY353699--_ATCC_BAA-832_T	35.0	0.0518
g__1734465	32.0	0.08257
Thermus_arciformis-_-EU247889--_TH92_T	69.0	0.049530000000000005
Nocardia_stercoris-_-MK112564--_NEAU-LL90_T	28.0	0.03893
g__180162	36.0	0.03432
g__395331	34.0	0.02293
Lactiplantibacillus_pingfangensis-_-LC438521--_382-1_T	30.0	0.14144
Salmonella_enterica_subsp._houtenae-_-EU014684--_DSM_9221_T	37.0	0.02501
Aquisalinus_flavus-_-KJ782430--_D11M-2_T	28.0	0.10708000000000001
Pseudomonas_alkylphenolica-_-AY324319--_KL28_T	27.0	0.015349999999999999
Stomatobaculum_longum-_-HM120209--_ACC2_T	37.0	0.0
Chryseobacterium_endophyticum-_-KU358716--_CC-YTH209_T	27.0	0.04617
Qipengyuania_aestuarii-_-MZ749496--_GH1T	29.0	0.027159999999999997
g__314318	32.0	0.17966
Streptomyces_griseofuscus-_-AB184206--_NBRC_12870_T	26.0	0.09934000000000001
Pseudokineococcus_basanitobsidens-_-KY244028--_SKC1-2_T	29.0	0.1109
Arenivirga_flava-_-LC203064--_HIs16-32_T	31.0	0.09434999999999999
Rhodoferax_saidenbachensis-_-FJ755906--_ED16_T	20.0	0.0
Macrococcus_hajekii-_-AY119685--_CCM_4809_T	35.0	0.02981
Oryzomonas_sagensis-_-MK334374--_Red100_T	32.0	0.046700000000000005
g__291988	69.0	0.013659999999999999
Tatumella_saanichensis-_-EU215774--_NML_06-3099_T	30.0	0.01634
Schinkia_azotoformans-_-AB363732--_NBRC_15712_T	35.0	0.10352
Gemmobacter_lanyuensis-_-JN104393--_Orc-4_T	21.0	0.07078999999999999
Bifidobacterium_amazonense-_-MZ573308--_82T18_T	37.0	0.06379
Pseudomonas_guangdongensis-_-LT629780--_CCTCC_2012022_n_T	35.0	0.07091999999999998
Hoministercoradaptatus_ammoniilyticus-_-JAOQKA000000000--_Sanger_32_T	37.0	0.10048
Mesobacillus_harenae-_-KU601247--_Y40_T	31.0	0.04934
Roseomonas_elaeocarpi-_-AB594202--_PN2_T	30.0	0.10052
Moorella_glycerini-_-U82327--_YS6_T	59.0	0.02833
Murdochiella_asaccharolytica-_-EU483153--_WAL_1855C_T	37.0	0.14799
g__267989	47.0	0.06961999999999999
Phycicoccus_mangrovi-_-MZ314847--_KQZ13P-1T	28.0	0.0873
Corynebacterium_silvaticum-_-MK602323--_Kl0182_T	37.0	0.007050000000000001
g__267986	27.0	0.0002
Parapedobacter_deserti-_-KU973625--_N5SSJ16_T	16.0	0.18673000000000003
Haematomicrobium_sanguinis-_-EU086805--_741_T	35.0	0.0
Salicibibacter_cibi-_-MT561873--_NKC21-4_T	33.0	0.25822
Allorhizobium_vitis-_-U45329--_NCPPB3554_T	30.0	0.0
Piscinibacter_caeni-_-KX390668--_MQ-18_T	35.0	0.06781999999999999
Acuticoccus_sediminis-_-EU603455--_PTG4-2_T	28.0	0.18
Actinopolyspora_saharensis-_-HQ918198--_H32_T	40.0	0.025009999999999998
g__2870907	31.0	0.1046
Thermomonas_aquatica-_-MH396008--_SY-21_T	32.0	0.031259999999999996
Mycobacterium_paragordonae-_-CP025546--_49061_n_T	35.0	0.04513
Idiomarina_piscisalsi-_-AB619724--_TPS4-2_T	13.0	0.04836
Algoriphagus_algorifonticola-_-MN152930--_hg1_T	24.0	0.14815
Parahaliea_mediterranea-_-FN398053--_7SM29_=_CECT_7447_T	28.0	0.07536
Achromobacter_agilis-_-HG324050--_LMG_3411_T	37.0	0.0028
Methylophaga_lonarensis-_-JF330773--_MPL_T	20.0	0.0
Microbacterium_pumilum-_-AB234027--_KV-488_T	34.0	0.060230000000000006
Corynebacterium_poyangense-_-MN611115--_4H37-19_/type_materialtype_strain_of_Corynebacterium_poyangenseT	29.0	0.0746
g__2676790	28.0	0.03614
Xanthobacter_oligotrophicus-_-MW553312--_29k_T	29.0	0.04301
Streptomyces_tateyamensis-_-AB473555--_Sp080513SC-30_-=_NBRC_105048-_T	26.0	0.08013
Rubritalea_profundi-_-KR108285--_SAORIC-165_T	26.0	0.13581
Rarobacter_faecitabidus-_-AB056127--_IFO_14760_T	30.0	0.09834999999999999
Mucilaginibacter_pallidiroseus-_-MH922841--_dk17_T	25.0	0.12704000000000001
Carboxydothermus_ferrireducens-_-U76363--_JW/AS-Y7_T	66.0	0.0419
Roseomonas_gilardii_subsp._rosea-_-AY220740--_MDA5605-_ATCC_BAA-691_T	30.0	0.12002000000000002
Selenomonas_montiformis-_-MN537516--_DSM_106892_T	38.0	0.06546
Enterococcus_plantarum-_-HQ847537--_CCM_7889_T	37.0	0.00297
Pontibacter_yuliensis-_-KF146891--_H9X_T	20.0	0.07071
Lentibacillus_amyloliquefaciens-_-CP013862--_LAM0015_n_T	30.0	0.11719000000000002
Alkaliphilus_oremlandii-_-CP000853--_OhILAs_T	37.0	0.0
Hyphomicrobium_aestuarii-_-JX843738--_ATCC_27483_T	16.0	0.02326
g__482136	34.0	0.16776999999999997
Shewanella_livingstonensis-_-AJ300834--_LMG19866T_T	14.0	0.07880999999999999
Megamonas_funiformis-_-ADMB01000074--_YIT_11815_T	37.0	0.02632
g__2126281	32.0	0.04484
Sphingobacterium_corticibacter-_-MH206611--_2c-3_T	16.0	0.15461
Desulfatitalea_tepidiphila-_-AB614135--_S28bF_T	30.0	0.11863000000000001
Rheinheimera_maricola-_-MT950116--_MA-13_T	32.0	0.040690000000000004
Pseudoclavibacter_helvolus-_-X77440--_DSM_20419_T	30.0	0.08468
Streptomyces_thermospinosisporus-_-AF333113--_AT10_T	27.0	0.036559999999999995
Methanospirillum_lacunae-_-AB517986--_Ki8-1_T	34.0	0.07164999999999999
Crassaminicella_thermophila-_-MN235899--_SY095T	40.0	0.18466
Fulvivirga_marina-_-MW658171--_29W222_T	14.0	0.08449999999999999
Komagataeibacter_kombuchae-_-AY688433--_RG3_T	30.0	0.0
Sutcliffiella_horikoshii-_-AB043865--_DSM8719_T	30.0	0.0
Methylarcula_marina-_-AF030436--_h1_T	28.0	0.11244000000000001
Kaistia_hirudinis-_-KC254734--_E94_T	27.0	0.045649999999999996
g__198705	29.0	0.04084
Thermaerobacter_marianensis-_-CP002344--_DSM_12885_T	74.0	0.0
Novosphingobium_aureum-_-MW307329--_YJ-S2-02_T	28.0	0.029879999999999997
Sulfurospirillum_halorespirans-_-AF218076--_PCE-M2_T	30.0	0.0
Neobacillus_pocheonensis-_-AB245377--_Gsoil_420_T	27.0	0.029990000000000003
Brachybacterium_conglomeratum-_-AB537169--_JCM_11608_T	30.0	0.029670000000000002
g__2709671	31.0	0.1017
Oceanobacillus_limi-_-HQ433455--_H9B_T	30.0	0.06764
Pandoraea_thiooxydans-_-CP011568--_DSM_25325_wT	32.0	0.07571
Vogesella_indigofera-_-AB021385--_ATCC_19706_T	31.0	0.11165999999999998
Neobacillus_niacini-_-AB021194--_IFO15566_T	27.0	0.031369999999999995
Mangrovitalea_sediminis-_-MF034046--_M11-4_T	34.0	0.07067000000000001
Winogradskyella_helgolandensis-_-JABFHO010000001--_Z963_T	15.0	0.04586
Metabacillus_endolithicus-_-LM994040--_JC267_T	35.0	0.09407
Boudabousia_marimammalium-_-AJ276405--_CCUG_41710_T	37.0	0.13895000000000002
Nevskia_lacus-_-KY363640--_Seoho-38_T	28.0	0.04679
Amycolatopsis_orientalis-_-AJ400711--_IMSNU_20058T_T	26.0	0.0
Ureibacillus_sinduriensis-_-FJ169465--_BLB-1_T	31.0	0.06326000000000001
Kallotenue_papyrolyticum-_-JX848544--_JKG1_T	53.0	0.27066
Shewanella_denitrificans-_-CP000302--_OS217_T	20.0	0.0
Alkaliphilus_transvaalensis-_-AB037677--_SAGM1_T	36.0	0.09043
Rehaibacterium_terrae-_-KC999854--_YIM_77974_T	28.0	0.11396
Erwinia_teleogrylli-_-KF500917--_SCU-B244_T	35.0	0.07058
g__1860139	29.0	0.26131
Chitinophaga_ginsengisegetis-_-AB264798--_Gsoil_040_T	25.0	0.09833
Cellulomonas_fimi-_-CP002666--_ATCC_484_T	28.0	0.0
Zhihengliuella_halotolerans-_-DQ372937--_YIM_70185_T	31.0	0.08138000000000001
g__2706529	28.0	0.0002
g__1382832	29.0	0.29629000000000005
Pseudonocardia_salamisensis-_-JQ864427--_K236_T	30.0	0.06948
Clostridium_thermoalcaliphilum-_-FR749954--_DSM_7309_T	52.0	0.0468
Corallococcus_exiguus-_-AJ811598--_DSM_14696_T	29.0	0.0029
g__2706524	27.0	0.13076
Sporomusa_acidovorans-_-HE966436--_DSM_3132_T	31.0	0.07874
Nitriliruptor_alkaliphilus-_-EF422408--_ANL-iso2_T	28.0	0.0
Neptuniibacter_marinus-_-LT549013--_CECT_8938_T	19.0	0.04783
g__472977	31.0	0.06011
Veillonella_rogosae-_-EF108443--_CF100_T	37.0	0.02724
Aquimarina_versatilis-_-KF612582--_CBA3207_T	23.0	0.08098000000000001
Nocardia_africana-_-AF430054--_DSM_44491_T	29.0	0.01082
Pediococcus_damnosus-_-AJ318414--_DSM_20331_T	29.0	0.07053999999999999
Chryseobacterium_binzhouense-_-MK226528--_lm2_T	27.0	0.08196
g__1193503	35.0	0.15995
Brenneria_salicis-_-U80210--_ATCC_15712_T	26.0	0.0
Mycobacterium_confluentis-_-AJ634379--_DSM_44017_T	37.0	0.046689999999999995
Bacteroides_coprosuis-_-AF319778--_PC139_T	37.0	0.0
g__2705385	32.0	0.18363000000000002
Marinomonas_alcarazii-_-EU188442--_IVIA-Po-14b_T	24.0	0.06414
Bacillus_litorisediminis-_-OM857626--_FJAT-47801_/type_materialtype_strain_of_Bacillus_litorisediminisT	35.0	0.08751
Marinomonas_shanghaiensis-_-MH400692--_DSL-35_T	24.0	0.1407
g__2772525	24.0	0.15087
Aquibacter_zeaxanthinifaciens-_-JX235670--_CC-AMZ-304_T	26.0	0.12328
Methanoculleus_bourgensis-_-AY196674--_MS2_T	37.0	0.0
Rosistilla_carotiformis-_-MK559990--_Poly24_T	27.0	0.16022000000000003
Flavobacterium_cheongpyeongense-_-MG456811--_IMCC34759_T	25.0	0.02198
Marmoricola_silvestris-_-KP899230--_S20-100_T	28.0	0.10554
Mycoplasma_wenyonii-_-AF016546--_no_culture_T	32.0	0.42604
Xenorhabdus_vietnamensis-_-DQ205447--_VN01_T	35.0	0.08309
Chlamydia_gallinacea-_-GQ398026--_08-1274/3_T	37.0	0.0
Salipiger_pentaromativorans-_-HM535637--_P9T	25.0	0.1066
Alteromonas_facilis-_-MG244284--_P0213_T	19.0	0.07827999999999999
Klebsiella_pneumoniae_subsp._rhinoscleromatis-_-Y17657--_ATCC13884T_T	37.0	0.0
Shewanella_fodinae-_-AB682248--_NBRC_105216_T	6.0	0.11195000000000001
Paenibacillus_arachidis-_-KJ572789--_E3_T	29.0	0.07591
Hyphomonas_atlantica-_-KF863140--_MCCC_1A09418_T	28.0	0.06935000000000001
Pseudomonas_kitaguniensis-_-LC500864--_MAFF_212408_T	27.0	0.00439
Bradyrhizobium_pachyrhizi-_-AY624135--_PAC48_T	27.0	0.07484
Hymenobacter_ginsengisoli-_-JN090860--_DCY57_T	20.0	0.17491
Streptomyces_triticagri-_-MH144587--_NEAU-YY421_T	26.0	0.04572
Lentilactobacillus_kisonensis-_-AB366388--_YIT_11168_-=_NRIC_0741-_=_JCM_15041-_=_DSM_19906-_T	10.0	0.0
Sphingopyxis_panaciterrae-_-AB245353--_Gsoil_124_T	29.0	0.04839
g__73029	27.0	0.03942
Aeromonas_dhakensis-_-AJ508765--_LMG_19562_T	30.0	0.00149
Pseudalkalibacillus_hwajinpoensis-_-AF541966--_SW-72_T	34.0	0.16620999999999997
Burkholderia_latens-_-AM747628--_R-5630_T	37.0	0.00569
Marinobacterium_sedimentorum-_-OL677195--_KMM_9957T	26.0	0.01493
Klebsiella_pneumoniae_subsp._pneumoniae-_-X87276--_DSM_30104_T_T	37.0	0.0
Agromyces_aureus-_-KU141339--_AR33_T	28.0	0.04363
Caldovatus_sediminis-_-MF446885--_YIM_72346_T	30.0	0.14887
Clostridium_amazonense-_-KP281434--_NE08V_T	32.0	0.12143000000000001
Methanomassiliicoccus_luminyensis-_-HQ896499--_B10_T	37.0	0.0
Acetivibrio_aldrichii-_-X71846--_DSM_6159_T	36.0	0.031120000000000002
Psychrobacter_ciconiae-_-KM486054--_176/10_T	28.0	0.09299
Geomonas_limicola-_-LC505064--_Red745_T	25.0	0.03937
Syntrophobacter_pfennigii-_-X82875--_KoProp1_T	35.0	0.05931
Filifactor_alocis-_-X55406--_ATCC_35896T_T	37.0	0.0
Campylobacter_showae-_-DQ174155--_CCUG_30254_T	37.0	0.03148
Nonomuraea_zeae-_-KR106591--_NEAU-ND5_T	29.0	0.09833
Clostridium_hydrogeniformans-_-DQ196623--_BL-20_T	35.0	0.0
Myroides_aquimaris-_-JN867054--_SW105_T	23.0	0.15199
Caballeronia_fortuita-_-FCNX02000042--_LMG_29320_T	27.0	0.07802
g__338191	37.0	0.03854
Micromonospora_maris-_-AY528866--_AB-18-032_T	28.0	0.0
Altererythrobacter_marinus-_-EU726272--_H32_T	28.0	0.07551000000000002
g__2717331	29.0	0.11648
Erythrobacter_rubeus-_-LC571501--_KMU-140_T	29.0	0.046759999999999996
g__2717339	27.0	0.11773
Chromohalobacter_salexigens-_-CP000285--_DSM_3043_T	37.0	0.0
Halovivax_asiaticus-_-AOIQ01000016--_JCM_14624_T	25.0	0.0
Micromonospora_pisi-_-AM944497--_GUI_15_T	28.0	0.05413
g__685950	82.0	0.0002
Pyrobaculum_aerophilum-_-AE009441--_IM2_T	100.0	0.0
Nocardia_veterana-_-AF430055--_DSM_44445_T	28.0	0.01553
Sediminihabitans_luteus-_-AB695376--_H97-3_T	29.0	0.027800000000000002
Cuniculiplasma_divulgatum-_-KT005321--_S5_T	58.0	0.1374
Corynebacterium_nuruki-_-HM165487--_S6-4_T	37.0	0.0
Pseudoalteromonas_rhizosphaerae-_-KU588400--_RA15_T	26.0	0.06054
Hymenobacter_fodinae-_-MH229472--_92R-1_T	28.0	0.10352
Catenulispora_rubra-_-AB180773--_Aac-30_T	28.0	0.012730000000000002
Mangrovibacterium_diazotrophicum-_-JX983191--_SCSIO_N0430_T	32.0	0.21698
Algoriphagus_aquaemixtae-_-KY661386--_KEM-10_T	24.0	0.09151
Pectobacterium_parvum-_-KC337335--_73a_G5847_Pcc_s0421_T	26.0	0.0
g__2212691	22.0	0.00030000000000000003
