"tip_label"	"accesion"	"taxid"	"taxname"	"taxrank"	"old_tip_label"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"
"1993540"	"MG786754"	"1993540"	"Companilactobacillus nuruki"	"species"	"'MG786754, Companilactobacillus nuruki, Companilactobacillus nuruki, (MG786754), SYF10-1a T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"1993540"
"993692"	"HQ906500"	"993692"	"Companilactobacillus kimchiensis"	"species"	"'HQ906500, Companilactobacillus kimchiensis, Companilactobacillus kimchiensis, (HQ906500), L133 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"993692"
"1591"	"MH392835"	"1591"	"Companilactobacillus zhachilii"	"species"	"'MH392835, Companilactobacillus zhachilii, Companilactobacillus zhachilii, (MH392835), HBUAS52074 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1578"	"1591"
"1847728"	"CP019323"	"1847728"	"Companilactobacillus allii"	"species"	"'CP019323, Companilactobacillus allii, Companilactobacillus allii, (CP019323), WiKim39 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"1847728"
"460870"	"AB332024"	"460870"	"Companilactobacillus nodensis"	"species"	"'AB332024, Companilactobacillus nodensis, Companilactobacillus nodensis, (AB332024), iz4b-1 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"460870"
"2486006"	"MK110829"	"2486006"	"Companilactobacillus jidongensis"	"species"	"'MK110829, Companilactobacillus jidongensis, Companilactobacillus jidongensis, (MK110829), 204-8 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"2486006"
"2486007"	"MK110830"	"2486007"	"Companilactobacillus hulinensis"	"species"	"'MK110830, Companilactobacillus hulinensis, Companilactobacillus hulinensis, (MK110830), 8-1(1) T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"2486007"
"1732567"	"KP677494"	"1732567"	"Companilactobacillus insicii"	"species"	"'KP677494, Companilactobacillus insicii, Companilactobacillus insicii, (KP677494), TMW 1.2011 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"1732567"
"2486004"	"MK110817"	"2486004"	"Companilactobacillus kedongensis"	"species"	"'MK110817, Companilactobacillus kedongensis, Companilactobacillus kedongensis, (MK110817), 116-2 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"2486004"
"2486003"	"MK110816"	"2486003"	"Companilactobacillus keshanensis"	"species"	"'MK110816, Companilactobacillus keshanensis, Companilactobacillus keshanensis, (MK110816), 33-7 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"2486003"
"2486005"	"MK110828"	"2486005"	"Companilactobacillus baiquanensis"	"species"	"'MK110828, Companilactobacillus baiquanensis, Companilactobacillus baiquanensis, (MK110828), 184-8 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"2486005"
"238012"	"AJ576006"	"238012"	"Companilactobacillus tucceti"	"species"	"'AJ576006, Companilactobacillus tucceti, Companilactobacillus tucceti, (AJ576006), CECT 5920 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"238012"
"1462575"	"AB910349"	"1462575"	"Companilactobacillus furfuricola"	"species"	"'AB910349, Companilactobacillus furfuricola, Companilactobacillus furfuricola, (AB910349), JCM 18764 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"1462575"
"2486009"	"MK110832"	"2486009"	"Companilactobacillus zhongbaensis"	"species"	"'MK110832, Companilactobacillus zhongbaensis, Companilactobacillus zhongbaensis, (MK110832), M1575 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"2486009"
"194326"	"AJ496791"	"194326"	"Companilactobacillus versmoldensis"	"species"	"'AJ496791, Companilactobacillus versmoldensis, Companilactobacillus versmoldensis, (AJ496791), KU-3 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"194326"
"1007676"	"HQ389549"	"1007676"	"Companilactobacillus ginsenosidimutans"	"species"	"'HQ389549, Companilactobacillus ginsenosidimutans, Companilactobacillus ginsenosidimutans, (HQ389549), EMML 3041 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"1007676"
"2486008"	"MK110831"	"2486008"	"Companilactobacillus mishanensis"	"species"	"'MK110831, Companilactobacillus mishanensis, Companilactobacillus mishanensis, (MK110831), 256-3 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"2486008"
"1909267"	"LC190736"	"1909267"	"Companilactobacillus metriopterae"	"species"	"'LC190736, Companilactobacillus metriopterae, Companilactobacillus metriopterae, (LC190736), Hime5-1 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	"1909267"
"287844"	"AY683322"	"287844"	"Lapidilactobacillus concavus"	"species"	"'AY683322, Lapidilactobacillus concavus, Lapidilactobacillus concavus, (AY683322), AS 1.5017 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767884"	"287844"
"2485999"	"MK110808"	"2485999"	"Lapidilactobacillus mulanensis"	"species"	"'MK110808, Lapidilactobacillus mulanensis, Lapidilactobacillus mulanensis, (MK110808), 143-6 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767884"	"2485999"
"51664"	"D87679"	"51664"	"Lapidilactobacillus dextrinicus"	"species"	"'D87679, Lapidilactobacillus dextrinicus, Lapidilactobacillus dextrinicus, (D87679), JCM 5887 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767884"	"51664"
"2485998"	"MK110807"	"2485998"	"Lapidilactobacillus bayanensis"	"species"	"'MK110807, Lapidilactobacillus bayanensis, Lapidilactobacillus bayanensis, (MK110807), 54-5 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767884"	"2485998"
"2486001"	"MK110811"	"2486001"	"Lapidilactobacillus wuchangensis"	"species"	"'MK110811, Lapidilactobacillus wuchangensis, Lapidilactobacillus wuchangensis, (MK110811), 17-4 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767884"	"2486001"
"2486002"	"MK110813"	"2486002"	"Lapidilactobacillus gannanensis"	"species"	"'MK110813, Lapidilactobacillus gannanensis, Lapidilactobacillus gannanensis, (MK110813), 143-1 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767884"	"2486002"
"2486000"	"MK110810"	"2486000"	"Lapidilactobacillus achengensis"	"species"	"'MK110810, Lapidilactobacillus achengensis, Lapidilactobacillus achengensis, (MK110810), 247-4 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767884"	"2486000"
"304207"	"AB681318"	"304207"	"Schleiferilactobacillus harbinensis"	"species"	"'AB681318, Schleiferilactobacillus harbinensis, Schleiferilactobacillus harbinensis, (AB681318), NBRC 100982 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767891"	"304207"
"100468"	"Y19167"	"100468"	"Schleiferilactobacillus perolens"	"species"	"'Y19167, Schleiferilactobacillus perolens, Schleiferilactobacillus perolens, (Y19167), L532 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767891"	"100468"
"1610"	"M58813"	"1610"	"Loigolactobacillus coryniformis subsp. coryniformis"	"species"	"'M58813, Loigolactobacillus coryniformis subsp. coryniformis, Loigolactobacillus coryniformis subsp. coryniformis, (M58813), DSM 20001 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767889"	"1610"
"2486016"	"MK110846"	"2486016"	"Loigolactobacillus jiayinensis"	"species"	"'MK110846, Loigolactobacillus jiayinensis, Loigolactobacillus jiayinensis, (MK110846), 257-1 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767889"	"2486016"
"2559922"	"LC438524"	"2559922"	"Loigolactobacillus binensis"	"species"	"'LC438524, Loigolactobacillus binensis, Loigolactobacillus binensis, (LC438524), 735-2 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767889"	"2559922"
"2486017"	"MK110851"	"2486017"	"Loigolactobacillus zhaoyuanensis"	"species"	"'MK110851, Loigolactobacillus zhaoyuanensis, Loigolactobacillus zhaoyuanensis, (MK110851), 187-3 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767889"	"2486017"
"375175"	"AB779648"	"375175"	"Loigolactobacillus backii"	"species"	"'AB779648, Loigolactobacillus backii, Loigolactobacillus backii, (AB779648), JCM 18665 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767889"	"375175"
"1267156"	"AB773428"	"1267156"	"Loigolactobacillus iwatensis"	"species"	"'AB773428, Loigolactobacillus iwatensis, Loigolactobacillus iwatensis, (AB773428), IWT246 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767889"	"1267156"
"238013"	"AJ576007"	"238013"	"Loigolactobacillus rennini"	"species"	"'AJ576007, Loigolactobacillus rennini, Loigolactobacillus rennini, (AJ576007), CECT 5922 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767889"	"238013"
"1607"	"AB289045"	"1607"	"Loigolactobacillus bifermentans"	"species"	"'AB289045, Loigolactobacillus bifermentans, Loigolactobacillus bifermentans, (AB289045), JCM 1094 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767889"	"1607"
"28038"	"AM113777"	"28038"	"Latilactobacillus curvatus"	"species"	"'AM113777, Latilactobacillus curvatus, Latilactobacillus curvatus, (AM113777), DSM 20019 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767885"	"28038"
"60519"	"AM113778"	"60519"	"Latilactobacillus graminis"	"species"	"'AM113778, Latilactobacillus graminis, Latilactobacillus graminis, (AM113778), DSM 20719 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767885"	"60519"
"2814244"	"FR997884"	"2814244"	"Latilactobacillus fragifolii"	"species"	"'FR997884, Latilactobacillus fragifolii, Latilactobacillus fragifolii, (FR997884), T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767885"	"2814244"
"1599"	"AM113784"	"1599"	"Latilactobacillus sakei subsp. sakei"	"species"	"'AM113784, Latilactobacillus sakei subsp. sakei, Latilactobacillus sakei subsp. sakei, (AM113784), DSM 20017 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767885"	"1599"
"164393"	"JX986973"	"164393"	"Latilactobacillus fuchuensis"	"species"	"'JX986973, Latilactobacillus fuchuensis, Latilactobacillus fuchuensis, (JX986973), LMG 21669 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767885"	"164393"
"1981069"	"LC259518"	"1981069"	"Leuconostoc litchii"	"species"	"'LC259518, Leuconostoc litchii, Leuconostoc litchii, (LC259518), MB7 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"1981069"
"1252"	"AB022925"	"1252"	"Leuconostoc carnosum"	"species"	"'AB022925, Leuconostoc carnosum, Leuconostoc carnosum, (AB022925), NRIC 1722 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"1252"
"1406906"	"HG515542"	"1406906"	"Leuconostoc rapi"	"species"	"'HG515542, Leuconostoc rapi, Leuconostoc rapi, (HG515542), LMG 27676 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"1406906"
"910540"	"HQ263024"	"910540"	"Leuconostoc miyukkimchii"	"species"	"'HQ263024, Leuconostoc miyukkimchii, Leuconostoc miyukkimchii, (HQ263024), M2 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"910540"
"33964"	"AF111948"	"33964"	"Leuconostoc citreum"	"species"	"'AF111948, Leuconostoc citreum, Leuconostoc citreum, (AF111948), ATCC49370; KCTC3526 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"33964"
"434464"	"AM600682"	"434464"	"Leuconostoc holzapfelii"	"species"	"'AM600682, Leuconostoc holzapfelii, Leuconostoc holzapfelii, (AM600682), LMG 23990 = BFE 7000 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"434464"
"501487"	"AM940225"	"501487"	"Leuconostoc palmae"	"species"	"'AM940225, Leuconostoc palmae, Leuconostoc palmae, (AM940225), TMW 2.694 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"501487"
"1511761"	"HM443957"	"1511761"	"Leuconostoc suionicum"	"species"	"'HM443957, Leuconostoc suionicum, Leuconostoc suionicum, (HM443957), LMG 8159 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"1511761"
"33968"	"AB023237"	"33968"	"Leuconostoc pseudomesenteroides"	"species"	"'AB023237, Leuconostoc pseudomesenteroides, Leuconostoc pseudomesenteroides, (AB023237), NRIC 1777 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"33968"
"2766470"	"HM443956"	"2766470"	"Leuconostoc falkenbergense"	"species"	"'HM443956, Leuconostoc falkenbergense, Leuconostoc falkenbergense, (HM443956), LMG 10779 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	"2766470"
"2713172"	"MT026983"	"2713172"	"Fructobacillus papyrifericola"	"species"	"'MT026983, Fructobacillus papyrifericola, Fructobacillus papyrifericola, (MT026983), M1-21 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"559173"	"2713172"
"2713174"	"MT026985"	"2713174"	"Fructobacillus parabroussonetiae"	"species"	"'MT026985, Fructobacillus parabroussonetiae, Fructobacillus parabroussonetiae, (MT026985), S1-1 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"559173"	"2713174"
"2713171"	"MT026981"	"2713171"	"Fructobacillus papyriferae"	"species"	"'MT026981, Fructobacillus papyriferae, Fructobacillus papyriferae, (MT026981), M1-10 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"559173"	"2713171"
"283737"	"AJ780981"	"283737"	"Fructobacillus durionis"	"species"	"'AJ780981, Fructobacillus durionis, Fructobacillus durionis, (AJ780981), LMG 22556 = LAB 1679 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"559173"	"283737"
"2713173"	"MT026984"	"2713173"	"Fructobacillus broussonetiae"	"species"	"'MT026984, Fructobacillus broussonetiae, Fructobacillus broussonetiae, (MT026984), M2-14 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"559173"	"2713173"
"220714"	"AY169967"	"220714"	"Fructobacillus pseudoficulneus"	"species"	"'AY169967, Fructobacillus pseudoficulneus, Fructobacillus pseudoficulneus, (AY169967), LC51 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"559173"	"220714"
"709323"	"AB542054"	"709323"	"Fructobacillus tropaeoli"	"species"	"'AB542054, Fructobacillus tropaeoli, Fructobacillus tropaeoli, (AB542054), F214-1 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"559173"	"709323"
"157463"	"AF360736"	"157463"	"Fructobacillus ficulneus"	"species"	"'AF360736, Fructobacillus ficulneus, Fructobacillus ficulneus, (AF360736), FS-1 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"559173"	"157463"
"1505726"	"LK054488"	"1505726"	"Convivina intestini"	"species"	"'LK054488, Convivina intestini, Convivina intestini, (LK054488), LMG 28291  R-53105 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1697027"	"1505726"
"931074"	"HQ009794"	"931074"	"Oenococcus alcoholitolerans"	"species"	"'HQ009794, Oenococcus alcoholitolerans, Oenococcus alcoholitolerans, (HQ009794), UFRJ-M7.2.18 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46254"	"931074"
"2714949"	"MN099422"	"2714949"	"Weissella coleopterorum"	"species"	"'MN099422, Weissella coleopterorum, Weissella coleopterorum, (MN099422), HDW19 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"2714949"
"1162633"	"JQ646523"	"1162633"	"Weissella diestrammenae"	"species"	"'JQ646523, Weissella diestrammenae, Weissella diestrammenae, (JQ646523), ORY33 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1162633"
"1616"	"M23038"	"1616"	"Weissella kandleri"	"species"	"'M23038, Weissella kandleri, Weissella kandleri, (M23038), DSM 20593 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1616"
"155866"	"AY028260"	"155866"	"Weissella soli"	"species"	"'AY028260, Weissella soli, Weissella soli, (AY028260), Mi268; LMG 20113; DSM 14420 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"155866"
"1615"	"AB022926"	"1615"	"Weissella halotolerans"	"species"	"'AB022926, Weissella halotolerans, Weissella halotolerans, (AB022926), NRIC 1627 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1615"
"759620"	"FN813251"	"759620"	"Weissella ceti"	"species"	"'FN813251, Weissella ceti, Weissella ceti, (FN813251), 1119-1A-09 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"759620"
"46256"	"S67831"	"46256"	"Weissella hellenica"	"species"	"'S67831, Weissella hellenica, Weissella hellenica, (S67831), NCFB 2973 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"46256"
"1896315"	"LC438526"	"1896315"	"Weissella sagaensis"	"species"	"'LC438526, Weissella sagaensis, Weissella sagaensis, (LC438526), X0750 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1896315"
"1505725"	"LK054487"	"1505725"	"Weissella bombi"	"species"	"'LK054487, Weissella bombi, Weissella bombi, (LK054487), LMG 28290  R-53094 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1505725"
"1249"	"AB023238"	"1249"	"Weissella paramesenteroides"	"species"	"'AB023238, Weissella paramesenteroides, Weissella paramesenteroides, (AB023238), NRIC 1542 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1249"
"89061"	"AB023838"	"89061"	"Weissella thailandensis"	"species"	"'AB023838, Weissella thailandensis, Weissella thailandensis, (AB023838), FS61-1T T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"89061"
"1620"	"AB022920"	"1620"	"Weissella minor"	"species"	"'AB022920, Weissella minor, Weissella minor, (AB022920), NRIC 1625 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1620"
"1479233"	"KF999666"	"1479233"	"Weissella uvarum"	"species"	"'KF999666, Weissella uvarum, Weissella uvarum, (KF999666), B18NM42 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1479233"
"1629"	"AB023236"	"1629"	"Weissella viridescens"	"species"	"'AB023236, Weissella viridescens, Weissella viridescens, (AB023236), NRIC 1536 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1629"
"137591"	"AJ295989"	"137591"	"Weissella cibaria"	"species"	"'AJ295989, Weissella cibaria, Weissella cibaria, (AJ295989), LMG 17699T T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"137591"
"1583"	"AB023241"	"1583"	"Weissella confusa"	"species"	"'AB023241, Weissella confusa, Weissella confusa, (AB023241), JCM 1093 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"1583"
"2508881"	"MK774696"	"2508881"	"Weissella muntiaci"	"species"	"'MK774696, Weissella muntiaci, Weissella muntiaci, (MK774696), 8H-2 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	"2508881"
"546157"	"FM179678"	"546157"	"Periweissella fabaria"	"species"	"'FM179678, Periweissella fabaria, Periweissella fabaria, (FM179678), 257 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2930384"	"546157"
"467997"	"AM882997"	"467997"	"Periweissella ghanensis"	"species"	"'AM882997, Periweissella ghanensis, Periweissella ghanensis, (AM882997), LMG 24286 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2930384"	"467997"
"1070421"	"HE576795"	"1070421"	"Periweissella fabalis"	"species"	"'HE576795, Periweissella fabalis, Periweissella fabalis, (HE576795), LMG 26217 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2930384"	"1070421"
"504936"	"EU439435"	"504936"	"Periweissella beninensis"	"species"	"'EU439435, Periweissella beninensis, Periweissella beninensis, (EU439435), 2L24P13 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2930384"	"504936"
"2506420"	"MK395366"	"2506420"	"Periweissella cryptocerci"	"species"	"'MK395366, Periweissella cryptocerci, Periweissella cryptocerci, (MK395366), 26KH-42 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2930384"	"2506420"
"2586909"	"MH379635"	"2586909"	"Agrilactobacillus fermenti"	"species"	"'MH379635, Agrilactobacillus fermenti, Agrilactobacillus fermenti, (MH379635), CC-MHH1034 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767875"	"2586909"
"2485997"	"MK110806"	"2485997"	"Agrilactobacillus yilanensis"	"species"	"'MK110806, Agrilactobacillus yilanensis, Agrilactobacillus yilanensis, (MK110806), 54-2 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767875"	"2485997"
"398555"	"AB268118"	"398555"	"Agrilactobacillus composti"	"species"	"'AB268118, Agrilactobacillus composti, Agrilactobacillus composti, (AB268118), NRIC 0689 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767875"	"398555"
"147809"	"AB289043"	"147809"	"Ligilactobacillus araffinosus"	"species"	"'AB289043, Ligilactobacillus araffinosus, Ligilactobacillus araffinosus, (AB289043), JCM 5667 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"147809"
"1606"	"M58808"	"1606"	"Ligilactobacillus aviarius"	"species"	"'M58808, Ligilactobacillus aviarius, Ligilactobacillus aviarius, (M58808), DSM 20655 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"1606"
"396716"	"AB267406"	"396716"	"Ligilactobacillus hayakitensis"	"species"	"'AB267406, Ligilactobacillus hayakitensis, Ligilactobacillus hayakitensis, (AB267406), KBL13 LTP [T] T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"396716"
"1624"	"AF089108"	"1624"	"Ligilactobacillus salivarius"	"species"	"'AF089108, Ligilactobacillus salivarius, Ligilactobacillus salivarius, (AF089108), ATCC 11741 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"1624"
"228229"	"AY255802"	"228229"	"Ligilactobacillus saerimneri"	"species"	"'AY255802, Ligilactobacillus saerimneri, Ligilactobacillus saerimneri, (AY255802), GDA154 (T); LMG 22087 (T); DSM 16049 (T); CCUG 48462 (T) T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"228229"
"89059"	"AB023836"	"89059"	"Ligilactobacillus acidipiscis"	"species"	"'AB023836, Ligilactobacillus acidipiscis, Ligilactobacillus acidipiscis, (AB023836), FS60-1 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"89059"
"1808352"	"LC127508"	"1808352"	"Ligilactobacillus salitolerans"	"species"	"'LC127508, Ligilactobacillus salitolerans, Ligilactobacillus salitolerans, (LC127508), YK43 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"1808352"
"1601"	"M58803"	"1601"	"Ligilactobacillus agilis"	"species"	"'M58803, Ligilactobacillus agilis, Ligilactobacillus agilis, (M58803), DSM 20509 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"1601"
"137357"	"AB048833"	"137357"	"Ligilactobacillus equi"	"species"	"'AB048833, Ligilactobacillus equi, Ligilactobacillus equi, (AB048833), YIT 0455 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"137357"
"1623"	"AB326354"	"1623"	"Ligilactobacillus ruminis"	"species"	"'AB326354, Ligilactobacillus ruminis, Ligilactobacillus ruminis, (AB326354), NBRC 102161 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"1623"
"307126"	"AJ871178"	"307126"	"Ligilactobacillus apodemi"	"species"	"'AJ871178, Ligilactobacillus apodemi, Ligilactobacillus apodemi, (AJ871178), ASB1 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"307126"
"762833"	"AB812750"	"762833"	"Ligilactobacillus faecis"	"species"	"'AB812750, Ligilactobacillus faecis, Ligilactobacillus faecis, (AB812750), AFL13-2 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"762833"
"1622"	"AJ621554"	"1622"	"Ligilactobacillus murinus"	"species"	"'AJ621554, Ligilactobacillus murinus, Ligilactobacillus murinus, (AJ621554), LMG 14189 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	"1622"
"1416943"	"HG794492"	"1416943"	"Liquorilactobacillus sicerae"	"species"	"'HG794492, Liquorilactobacillus sicerae, Liquorilactobacillus sicerae, (HG794492), CECT 8227 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"1416943"
"519050"	"AB433982"	"519050"	"Liquorilactobacillus sucicola"	"species"	"'AB433982, Liquorilactobacillus sucicola, Liquorilactobacillus sucicola, (AB433982), NRIC 0736 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"519050"
"480931"	"AB365976"	"480931"	"Liquorilactobacillus capillatus"	"species"	"'AB365976, Liquorilactobacillus capillatus, Liquorilactobacillus capillatus, (AB365976), YIT 11306 (= JCM 15044, = DSM 19910 = BCRC 17811) T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"480931"
"392566"	"DQ664203"	"392566"	"Liquorilactobacillus aquaticus"	"species"	"'DQ664203, Liquorilactobacillus aquaticus, Liquorilactobacillus aquaticus, (DQ664203), IMCC1736 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"392566"
"468911"	"EU074850"	"468911"	"Liquorilactobacillus hordei"	"species"	"'EU074850, Liquorilactobacillus hordei, Liquorilactobacillus hordei, (EU074850), UCC128; DSM19519; LMG24241 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"468911"
"483012"	"AM905389"	"483012"	"Liquorilactobacillus cacaonum"	"species"	"'AM905389, Liquorilactobacillus cacaonum, Liquorilactobacillus cacaonum, (AM905389), LMG 24285 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"483012"
"259059"	"AB154519"	"259059"	"Liquorilactobacillus satsumensis"	"species"	"'AB154519, Liquorilactobacillus satsumensis, Liquorilactobacillus satsumensis, (AB154519), NRIC 0604 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"259059"
"303241"	"AY681127"	"303241"	"Liquorilactobacillus oeni"	"species"	"'AY681127, Liquorilactobacillus oeni, Liquorilactobacillus oeni, (AY681127), 59b T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"303241"
"399370"	"DQ523489"	"399370"	"Liquorilactobacillus ghanensis"	"species"	"'DQ523489, Liquorilactobacillus ghanensis, Liquorilactobacillus ghanensis, (DQ523489), L489 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"399370"
"82688"	"AB162131"	"82688"	"Liquorilactobacillus nagelii"	"species"	"'AB162131, Liquorilactobacillus nagelii, Liquorilactobacillus nagelii, (AB162131), NRIC 0559 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	"82688"
"81857"	"AF049745"	"81857"	"Lactobacillus selangorensis"	"species"	"'AF049745, Lactobacillus selangorensis, Lactobacillus selangorensis, (AF049745), LMG 17710 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"1578"	"81857"
"105612"	"AB033209"	"105612"	"Dellaglioa algida"	"species"	"'AB033209, Dellaglioa algida, Dellaglioa algida, (AB033209), JCM 10491 T'"	"2"	"1239"	"91061"	"186826"	"33958"	"2767880"	"105612"
"142588"	"AJ302648"	"142588"	"Isobaculum melis"	"species"	"'AJ302648, Isobaculum melis, Isobaculum melis, (AJ302648), CCUG 37660 LTP [T] T'"	"2"	"1239"	"91061"	"186826"	"186828"	"142587"	"142588"
"1340"	"AB002523"	"1340"	"Streptococcus porcinus"	"species"	"'AB002523, Streptococcus porcinus, Streptococcus porcinus, (AB002523), ATCC 43138 NCTC 10999 T'"	"2"	"1239"	"91061"	"186826"	"1300"	"1301"	"1340"
