"tip_label"	"accesion"	"taxid"
"'GQ386822, Photobacterium swingsii, Photobacterium swingsii, (GQ386822), CAIM 1393 T'"	"GQ386822"	680026
"'AB523785, Methanothermobacter tenebrarum, Methanothermobacter tenebrarum, (AB523785), RMAS T'"	"AB523785"	680118
"'AB524074, Parasphingopyxis lamellibrachiae, Parasphingopyxis lamellibrachiae, (AB524074), JAMH 0132 T'"	"AB524074"	680125
"'FN554975, Chryseobacterium culicis, Chryseobacterium culicis, (FN554975), R4-1A T'"	"FN554975"	680127
"'AY500255, Ensifer garamanticus, Ensifer garamanticus, (AY500255), ORS 1400 T'"	"AY500255"	680247
"'AY500254, Ensifer numidicus, Ensifer numidicus, (AY500254), ORS 1407 T'"	"AY500254"	680248
"'GQ200591, Agarivorans gilvus, Agarivorans gilvus, (GQ200591), WH0801 T'"	"GQ200591"	680279
"'GQ866112, Salinimicrobium marinum, Salinimicrobium marinum, (GQ866112), KMM 6270 T'"	"GQ866112"	680283
"'GQ863488, Desulfonatronum alkalitolerans, Desulfonatronum alkalitolerans, (GQ863488), HSRB-L1 T'"	"GQ863488"	680375
"'GQ863487, Natranaerovirga hydrolytica, Natranaerovirga hydrolytica, (GQ863487), APP2 T'"	"GQ863487"	680378
"'GQ863490, Sulfurospirillum alkalitolerans, Sulfurospirillum alkalitolerans, (GQ863490), HTRB-L1 T'"	"GQ863490"	680648
"'GQ906975, Streptomyces amritsarensis, Streptomyces amritsarensis, (GQ906975), 2A T'"	"GQ906975"	681158
"'GQ906587, Pseudonocardia tropica, Pseudonocardia tropica, (GQ906587), YIM 61452 T'"	"GQ906587"	681289
"'GQ911566, Paludibacter jiangxiensis, Paludibacter jiangxiensis, (GQ911566), NM7 T'"	"GQ911566"	681398
"'GQ926935, Actinoalloteichus nanshanensis, Actinoalloteichus nanshanensis, (GQ926935), NEAU 119 T'"	"GQ926935"	681644
"'GQ925365, Cytobacillus luteolus, Cytobacillus luteolus, (GQ925365), YIM 93174 T'"	"GQ925365"	682179
"'GQ922846, Natranaerovirga pectinivora, Natranaerovirga pectinivora, (GQ922846), AP3 T'"	"GQ922846"	682400
"'GQ922844, Natronoflexus pectinivorans, Natronoflexus pectinivorans, (GQ922844), AP1 T'"	"GQ922844"	682526
"'GQ922847, Desulfonatronovibrio halophilus, Desulfonatronovibrio halophilus, (GQ922847), HTR1 T'"	"GQ922847"	682550
"'GQ922842, Desulfurispira natronophila, Desulfurispira natronophila, (GQ922842), AHT11 T'"	"GQ922842"	682562
"'FR733721, Nocardia coeliaca, Nocardia coeliaca, (FR733721), DSM44595 T'"	"FR733721"	682667
"'HQ687087, Granulicella mallensis, Granulicella mallensis, (HQ687087), MP5ACTX8 T'"	"HQ687087"	682795
"'GQ985393, Paenibacillus jilunlii, Paenibacillus jilunlii, (GQ985393), Be17 T'"	"GQ985393"	682956
"'GQ985395, Paenibacillus sophorae, Paenibacillus sophorae, (GQ985395), S27 T'"	"GQ985395"	682957
"'FN555708, Chryseomicrobium palamuruense, Chryseomicrobium palamuruense, (FN555708), PU1 T'"	"FN555708"	682973
"'FN556016, Microlunatus parietis, Microlunatus parietis, (FN556016), 12-Be-011 T'"	"FN556016"	682979
"'GQ246693, Azospirillum ramasamyi, Azospirillum ramasamyi, (GQ246693), M2T2B2 T'"	"GQ246693"	682998
"'AB682395, Larkinella bovis, Larkinella bovis, (AB682395), NBRC 106324 T'"	"AB682395"	683041
"'GQ246672, Leucobacter denitrificans, Leucobacter denitrificans, (GQ246672), M1T8B10 T'"	"GQ246672"	683042
"'GQ246683, Microbacterium suwonense, Microbacterium suwonense, (GQ246683), M1T8B9 T'"	"GQ246683"	683047
"'GQ988780, Flavobacterium haoranii, Flavobacterium haoranii, (GQ988780), LQY-7 T'"	"GQ988780"	683124
"'GQ988781, Sphingobacterium wenxiniae, Sphingobacterium wenxiniae, (GQ988781), LQY-18 T'"	"GQ988781"	683125
"'GQ927308, Chryseomicrobium imtechense, Chryseomicrobium imtechense, (GQ927308), MW 10 T'"	"GQ927308"	683153
"'GU002071, Micromonospora yangpuensis, Micromonospora yangpuensis, (GU002071), FXJ6.011 T'"	"GU002071"	683228
"'GU002054, Nonomuraea maritima, Nonomuraea maritima, (GU002054), FXJ7.203 T'"	"GU002054"	683260
"'AB529509, Borrelia yangtzensis, Borrelia yangtzensis, (AB529509), Okinawa-CW62 T'"	"AB529509"	683292
"'FN556191, Candidimonas nitroreducens, Candidimonas nitroreducens, (FN556191), SC-089 T'"	"FN556191"	683354
"'FN556192, Candidimonas humi, Candidimonas humi, (FN556192), SC-092 T'"	"FN556192"	683355
"'GQ383922, Paenibacillus algorifonticola, Paenibacillus algorifonticola, (GQ383922), XJ259 T'"	"GQ383922"	684063
"'GQ383925, Algoriella xinjiangensis, Algoriella xinjiangensis, (GQ383925), XJ109 T'"	"GQ383925"	684065
"'GU045364, Streptococcus lactarius, Streptococcus lactarius, (GU045364), MV1 T'"	"GU045364"	684066
"'LT629734, Agrococcus carbonis, Agrococcus carbonis, (LT629734), DSM 22965 n[G] T'"	"LT629734"	684552
"'FJ871122, Enteractinococcus fodinae, Enteractinococcus fodinae, (FJ871122), G5 T'"	"FJ871122"	684663
"'AB529446, Dactylosporangium siamense, Dactylosporangium siamense, (AB529446), MW4-36 T'"	"AB529446"	685454
"'FJ717338, Yersinia nurmii, Yersinia nurmii, (FJ717338), APN3a-c T'"	"FJ717338"	685706
"'DQ683196, Bartonella rochalimae, Bartonella rochalimae, (DQ683196), BMGH T'"	"DQ683196"	685782
"'AB529679, Armatimonas rosea, Armatimonas rosea, (AB529679), YO-36 T'"	"AB529679"	685828
"'AB602530, Bartonella callosciuri, Bartonella callosciuri, (AB602530), BR11-1 T'"	"AB602530"	686223
"'AB602527, Bartonella jaculi, Bartonella jaculi, (AB602527), OY2-1 T'"	"AB602527"	686226
"'AB602533, Bartonella acomydis, Bartonella acomydis, (AB602533), KS2-1 T'"	"AB602533"	686234
"'GU130129, Micromonospora haikouensis, Micromonospora haikouensis, (GU130129), 232617 T'"	"GU130129"	686309
"'AY965240, Paraburkholderia silvatlantica, Paraburkholderia silvatlantica, (AY965240), SRMrh-20 T'"	"AY965240"	686330
"'X72777, Methylomicrobium album, Methylomicrobium album, (X72777), ACM 3314, IMET 10526, NCIMB 11123 T'"	"X72777"	686340
"'GU057915, Ruegeria faecimaris, Ruegeria faecimaris, (GU057915), HD-28 T'"	"GU057915"	686389
"'FN561544, Gordonia humi, Gordonia humi, (FN561544), CC-12301 T'"	"FN561544"	686429
"'GU073293, Flavobacterium dongtanense, Flavobacterium dongtanense, (GU073293), LW30 T'"	"GU073293"	686595
"'GU111566, Tessaracoccus oleiagri, Tessaracoccus oleiagri, (GU111566), SL014B-20A1 T'"	"GU111566"	686624
"'EU127550, Bombiscardovia coagulans, Bombiscardovia coagulans, (EU127550), BLAPIII-AGV T'"	"EU127550"	686666
"'GU072591, Algoriphagus faecimaris, Algoriphagus faecimaris, (GU072591), LYX05 T'"	"GU072591"	686796
"'GU086401, Lysobacter ruishenii, Lysobacter ruishenii, (GU086401), CTN-1 T'"	"GU086401"	686800
"'GU112453, Spinactinospora alkalitolerans, Spinactinospora alkalitolerans, (GU112453), CXB654 T'"	"GU112453"	687207
"'GU121457, Saccharomonospora piscinae, Saccharomonospora piscinae, (GU121457), BCRC 16893 T'"	"GU121457"	687388
"'GU086365, Pseudorhodobacter aquimaris, Pseudorhodobacter aquimaris, (GU086365), HDW-19 T'"	"GU086365"	687412
"'LN881615, Paenibacillus ihumii, Paenibacillus ihumii, (LN881615), AT5 T'"	"LN881615"	687436
"'GU109478, Rubellimicrobium roseum, Rubellimicrobium roseum, (GU109478), YIM 48858 T'"	"GU109478"	687525
"'GU138374, Pedobacter ginsenosidimutans, Pedobacter ginsenosidimutans, (GU138374), THG-45 T'"	"GU138374"	687842
"'GU138377, Flavobacterium ginsenosidimutans, Flavobacterium ginsenosidimutans, (GU138377), THG 01 T'"	"GU138377"	687844
"'GU138378, Sphingobacterium ginsenosidimutans, Sphingobacterium ginsenosidimutans, (GU138378), THG 07 T'"	"GU138378"	687845
"'GU138380, Chryseobacterium ginsenosidimutans, Chryseobacterium ginsenosidimutans, (GU138380), THG 15 T'"	"GU138380"	687846
"'AJ278187, Bartonella schoenbuchensis, Bartonella schoenbuchensis, (AJ278187), R1 T'"	"AJ278187"	687861
"'AB530492, Herbidospora mongoliensis, Herbidospora mongoliensis, (AB530492), MN08-A0118 T'"	"AB530492"	688067
"'GQ292773, Halalkalibacter nanhaiisediminis, Halalkalibacter nanhaiisediminis, (GQ292773), NH3 T'"	"GQ292773"	688079
"'AFJE01000009, Prevotella multisaccharivorax, Prevotella multisaccharivorax, (AFJE01000009), DSM 17128 T'"	"AFJE01000009"	688246
"'CP002351, Pseudothermotoga thermarum, Pseudothermotoga thermarum, (CP002351), DSM 5069 T'"	"CP002351"	688269
"'CP002453, Cellulophaga algicola, Cellulophaga algicola, (CP002453), DSM 14237 T'"	"CP002453"	688270
"'GU117702, Ohtaekwangia koreensis, Ohtaekwangia koreensis, (GU117702), 3B-2 T'"	"GU117702"	688867
"'GU117703, Ohtaekwangia kribbensis, Ohtaekwangia kribbensis, (GU117703), 10AO T'"	"GU117703"	688913
"'GU126491, Planosporangium mesophilum, Planosporangium mesophilum, (GU126491), YIM 48875 T'"	"GU126491"	689768
"'GQ461821, Tissierella carlieri, Tissierella carlieri, (GQ461821), LBN 295 T'"	"GQ461821"	689904
"'GU125653, Salinarimonas ramus, Salinarimonas ramus, (GU125653), SL014B-41A4 T'"	"GU125653"	690164
"'GU129567, Paracoccus sphaerophysae, Paracoccus sphaerophysae, (GU129567), Zy-3 T'"	"GU129567"	690417
"'DQ898277, Syntrophomonas zehnderi, Syntrophomonas zehnderi, (DQ898277), OL-4 T'"	"DQ898277"	690567
"'GU128881, Neorhizobium vignae, Neorhizobium vignae, (GU128881), CCBAU 05176 T'"	"GU128881"	690585
"'AKBQ01000002, Pseudomonas agarici, Pseudomonas agarici, (AKBQ01000002), NCPPB 2289 T'"	"AKBQ01000002"	690598
"'AB531472, Cryptosporangium mongoliense, Cryptosporangium mongoliense, (AB531472), MN08-A0264 T'"	"AB531472"	690867
"'GU129926, Terrimicrobium sacchariphilum, Terrimicrobium sacchariphilum, (GU129926), NM-5 T'"	"GU129926"	690879
"'GU124766, Tenacibaculum piscium, Tenacibaculum piscium, (GU124766), 5133_F78_6ulcer_98 T'"	"GU124766"	691422
"'GU166749, Lutibacter flavus, Lutibacter flavus, (GU166749), IMCC1507 T'"	"GU166749"	691689
"'AB663439, Halostagnicola alkaliphila, Halostagnicola alkaliphila, (AB663439), JCM 16592 T'"	"AB663439"	691825
"'FJ811525, Tuwongella immobilis, Tuwongella immobilis, (FJ811525), MBLW1 T'"	"FJ811525"	692036
"'GU166344, Altererythrobacter dongtanensis, Altererythrobacter dongtanensis, (GU166344), JM27 T'"	"GU166344"	692370
"'GU143096, Reichenbachiella faecimaris, Reichenbachiella faecimaris, (GU143096), PCP11 T'"	"GU143096"	692418
"'FN597644, Bacillus amyloliquefaciens subsp. amyloliquefaciens, Bacillus amyloliquefaciens subsp. amyloliquefaciens, (FN597644), DSM7 T'"	"FN597644"	692420
"'GU139697, Mucilaginibacter dorajii, Mucilaginibacter dorajii, (GU139697), DR-f4 T'"	"GU139697"	692994
"'GU168019, Roseomonas pecuniae, Roseomonas pecuniae, (GU168019), N75 T'"	"GU168019"	693023
"'EF599163, Vibrio atlanticus, Vibrio atlanticus, (EF599163), LMG 24300 T'"	"EF599163"	693153
"'EF059891, Cronobacter turicensis, Cronobacter turicensis, (EF059891), z3032 T'"	"EF059891"	693216
"'CP002588, Archaeoglobus veneficus, Archaeoglobus veneficus, (CP002588), SNP6 T'"	"CP002588"	693661
"'AP012044, Oscillibacter valericigenes, Oscillibacter valericigenes, (AP012044), Sjm18-20 T'"	"AP012044"	693746
"'GU183820, Marinobacterium coralli, Marinobacterium coralli, (GU183820), R-40509 T'"	"GU183820"	693965
"'Y11331, Deinococcus proteolyticus, Deinococcus proteolyticus, (Y11331), DSM 20540T T'"	"Y11331"	693977
"'CP003388, Riemerella anatipestifer, Riemerella anatipestifer, (CP003388), ATCC 11845 T'"	"CP003388"	693978
"'CP002352, Bacteroides helcogenes, Bacteroides helcogenes, (CP002352), P 36-108 T'"	"CP002352"	693979
"'AY683045, Methylobacterium oryzae, Methylobacterium oryzae, (AY683045), CBMB20 T'"	"AY683045"	693986
"'GU171384, Paraburkholderia denitrificans, Paraburkholderia denitrificans, (GU171384), KIS30-44 T'"	"GU171384"	694025
"'KF425516, Ornithinibacillus contaminans, Ornithinibacillus contaminans, (KF425516), CCUG 53201 T'"	"KF425516"	694055
"'GU176611, Thermoanaerobacter pentosaceus, Thermoanaerobacter pentosaceus, (GU176611), DTU01 T'"	"GU176611"	694059
"'AJ233944, Kofleria flava, Kofleria flava, (AJ233944), Pl vt1 T'"	"AJ233944"	694315
"'CP002345, Paludibacter propionicigenes, Paludibacter propionicigenes, (CP002345), WB4 T'"	"CP002345"	694427
"'X99555, Pyrolobus fumarii, Pyrolobus fumarii, (X99555), 1A T'"	"X99555"	694429
"'AB477981, Natronococcus occultus, Natronococcus occultus, (AB477981), JCM 8859 T'"	"AB477981"	694430
"'X72768, Desulfurella acetivorans, Desulfurella acetivorans, (X72768), DSM 5264 T'"	"X72768"	694431
"'AB175498, Thioreductor micantisoli, Thioreductor micantisoli, (AB175498), BKB25Ts-Y T'"	"AB175498"	694432
"'DQ117465, Gracilibacter thermotolerans, Gracilibacter thermotolerans, (DQ117465), JW/YJL-S1 T'"	"DQ117465"	694434
"'AY743279, Deinococcus yavapaiensis, Deinococcus yavapaiensis, (AY743279), KR-236 T'"	"AY743279"	694435
"'AB247553, Flammeovirga aprica, Flammeovirga aprica, (AB247553), NBRC 15941 T'"	"AB247553"	694437
"'AY743283, Deinococcus sonorensis, Deinococcus sonorensis, (AY743283), KR-87 T'"	"AY743283"	694439
"'M59142, Methanomicrobium mobile, Methanomicrobium mobile, (M59142), DSM 1539 T'"	"M59142"	694440
"'AY743262, Deinococcus hopiensis, Deinococcus hopiensis, (AY743262), KR-140 T'"	"AY743262"	695939
"'AB535095, Actinophytocola burenkhanensis, Actinophytocola burenkhanensis, (AB535095), MN08-A0203 T'"	"AB535095"	696000
"'FN597581, Leucobacter aerolatus, Leucobacter aerolatus, (FN597581), Sj10 T'"	"FN597581"	696001
"'GU181267, Cohnella suwonensis, Cohnella suwonensis, (GU181267), WD2-19 T'"	"GU181267"	696072
"'GU181268, Caenimonas terrae, Caenimonas terrae, (GU181268), SGM1-15 T'"	"GU181268"	696074
"'CP002780, Desulforamulus ruminis, Desulforamulus ruminis, (CP002780), DSM 2154 T'"	"CP002780"	696281
"'X62176, Desulfotomaculum nigrificans, Desulfotomaculum nigrificans, (X62176), NCIMB 8395 (T) T'"	"X62176"	696369
"'GU187432, Paenibacillus chungangensis, Paenibacillus chungangensis, (GU187432), CAU 9038 T'"	"GU187432"	696535
"'GU187433, Paenibacillus puldeungensis, Paenibacillus puldeungensis, (GU187433), CAU 9324 T'"	"GU187433"	696536
"'FJ882053, Pelagimonas varians, Pelagimonas varians, (FJ882053), SH4-1 T'"	"FJ882053"	696760
"'FJ882052, Planktotalea frisia, Planktotalea frisia, (FJ882052), SH6-1 T'"	"FJ882052"	696762
"'AB535715, Thermasporomyces composti, Thermasporomyces composti, (AB535715), JCM 16421 T'"	"AB535715"	696763
"'AB536747, Methylothermus subterraneus, Methylothermus subterraneus, (AB536747), HTM55 T'"	"AB536747"	697197
"'CP002360, Mahella australiensis, Mahella australiensis, (CP002360), 50-1 BON T'"	"CP002360"	697281
"'AEGW02000009, Methylobacter tundripaludum, Methylobacter tundripaludum, (AEGW02000009), SV96 T'"	"AEGW02000009"	697282
"'CP002991, Thermoanaerobacter wiegelii, Thermoanaerobacter wiegelii, (CP002991), Rt8.B1 T'"	"CP002991"	697303
"'CP002403, Ruminococcus albus, Ruminococcus albus, (CP002403), 7 T'"	"CP002403"	697329
"'X89935, Streptosporangium amethystogenes subsp. amethystogenes, Streptosporangium amethystogenes subsp. amethystogenes, (X89935), DSM 43179 T'"	"X89935"	698417
"'AB537172, Streptosporangium amethystogenes subsp. fukuiense, Streptosporangium amethystogenes subsp. fukuiense, (AB537172), JCM 10083 T'"	"AB537172"	698418
"'GU199001, Luteimonas lutimaris, Luteimonas lutimaris, (GU199001), G3 T'"	"GU199001"	698645
"'GU199003, Aquamicrobium aestuarii, Aquamicrobium aestuarii, (GU199003), G210 T'"	"GU199003"	698647
"'AJ426420, Oleispira antarctica, Oleispira antarctica, (AJ426420), RB-8 T'"	"AJ426420"	698738
"'AB087402, Pyrobaculum oguniense, Pyrobaculum oguniense, (AB087402), TE7 T'"	"AB087402"	698757
"'AP012050, Amphibacillus xylanus, Amphibacillus xylanus, (AP012050), NBRC 15112 T'"	"AP012050"	698758
"'U89832, Rhizobium tropici, Rhizobium tropici, (U89832), CIAT 899; USDA 9030 T'"	"U89832"	698761
"'AB062280, Thermanaeromonas toyohensis, Thermanaeromonas toyohensis, (AB062280), ToBE T'"	"AB062280"	698762
"'GU202420, Virgibacillus alimentarius, Virgibacillus alimentarius, (GU202420), J18 T'"	"GU202420"	698769
"'GU586225, Virgibacillus campisalis, Virgibacillus campisalis, (GU586225), IDS-20 T'"	"GU586225"	698769
"'GU196831, Desulfonatronovibrio magnus, Desulfonatronovibrio magnus, (GU196831), AHT22 T'"	"GU196831"	698827
"'CP021323, Kushneria konosiri, Kushneria konosiri, (CP021323), X49 n[G] T'"	"CP021323"	698828
"'GU238415, Corynebacterium hindlerae, Corynebacterium hindlerae, (GU238415), NML93-0612 T'"	"GU238415"	699041
"'AJTZ01000001, Streptococcus ratti, Streptococcus ratti, (AJTZ01000001), FA-1 T'"	"AJTZ01000001"	699248
"'GU216701, Caldicoprobacter algeriensis, Caldicoprobacter algeriensis, (GU216701), TH7C1 T'"	"GU216701"	699281
"'GU208826, Halolamina pelagica, Halolamina pelagica, (GU208826), TBN21 T'"	"GU208826"	699431
"'AB771429, Halobellus limi, Halobellus limi, (AB771429), JCM 16811 T'"	"AB771429"	699433
"'GU227146, Pseudonocardia artemisiae, Pseudonocardia artemisiae, (GU227146), YIM 63587 T'"	"GU227146"	699434
"'GU198945, Arcticibacter tournemirensis, Arcticibacter tournemirensis, (GU198945), TF5-37.2-LB10 T'"	"GU198945"	699437
"'GU217690, Mycetocola manganoxydans, Mycetocola manganoxydans, (GU217690), MB1-14 T'"	"GU217690"	699879
"'CP002628, Coriobacterium glomerans, Coriobacterium glomerans, (CP002628), PW2 T'"	"CP002628"	700015
"'KF771262, Amycolatopsis speibonae, Amycolatopsis speibonae, (KF771262), M29 T'"	"KF771262"	700274
"'AB537978, Catenisphaera adipataccumulans, Catenisphaera adipataccumulans, (AB537978), GK12 T'"	"AB537978"	700500
"'GU225938, Streptomyces zinciresistens, Streptomyces zinciresistens, (GU225938), CCNWNQ 0016 T'"	"GU225938"	700597
"'DQ244077, Niastella koreensis, Niastella koreensis, (DQ244077), GR20-10 T'"	"DQ244077"	700598
"'FJ919811, Streptomyces lonarensis, Streptomyces lonarensis, (FJ919811), NCL 716 T'"	"FJ919811"	700599
"'EU266632, Mycobacterium marseillense, Mycobacterium marseillense, (EU266632), 5356591 T'"	"EU266632"	701042
"'JX976611, Mycobacterium timonense, Mycobacterium timonense, (JX976611), CIP 109830 T'"	"JX976611"	701043
"'CP003137, Pediococcus claussenii, Pediococcus claussenii, (CP003137), ATCC BAA-344 T'"	"CP003137"	701521
"'GU233518, Kordia periserrulae, Kordia periserrulae, (GU233518), IMCC1412 T'"	"GU233518"	701523
"'FN643224, Streptococcus porcorum, Streptococcus porcorum, (FN643224), 682-03 T'"	"FN643224"	701526
"'FN645213, Pseudomonas arsenicoxydans, Pseudomonas arsenicoxydans, (FN645213), VC-1 LTP [T] T'"	"FN645213"	702115
"'FN645214, Jiangella muralis, Jiangella muralis, (FN645214), 15-Je-017 T'"	"FN645214"	702383
"'GU254164, Litoribacter ruber, Litoribacter ruber, (GU254164), YIM CH208 T'"	"GU254164"	702568
"'AB539735, Flexivirga alba, Flexivirga alba, (AB539735), ST13 T'"	"AB539735"	702742
"'GU253338, Salinactinospora qingdaonensis, Salinactinospora qingdaonensis, (GU253338), CXB832 T'"	"GU253338"	702744
"'GU253339, Myroides phaeus, Myroides phaeus, (GU253339), MY15 T'"	"GU253339"	702745
"'GQ857650, Gramella gaetbulicola, Gramella gaetbulicola, (GQ857650), RA5-111 T'"	"GQ857650"	703340
"'GQ857652, Myroides marinus, Myroides marinus, (GQ857652), JS-08 T'"	"GQ857652"	703342
"'MH225769, Nesterenkonia natronophila, Nesterenkonia natronophila, (MH225769), M8 T'"	"MH225769"	704201
"'FN646682, Actinomadura darangshiensis, Actinomadura darangshiensis, (FN646682), DLS-70 T'"	"FN646682"	705336
"'GU291295, Niabella tibetensis, Niabella tibetensis, (GU291295), 15-4 T'"	"GU291295"	706120
"'GU295971, Flavobacterium chungnamense, Flavobacterium chungnamense, (GU295971), ARSA-103 T'"	"GU295971"	706182
"'GU295968, Flavobacterium cheonanense, Flavobacterium cheonanense, (GU295968), ARSA-108 T'"	"GU295968"	706183
"'GU295972, Flavobacterium cheonhonense, Flavobacterium cheonhonense, (GU295972), ARSA-15 T'"	"GU295972"	706185
"'GU295970, Flavobacterium dankookense, Flavobacterium dankookense, (GU295970), ARSA-19 T'"	"GU295970"	706186
"'GU295967, Flavobacterium koreense, Flavobacterium koreense, (GU295967), ARSA-42 T'"	"GU295967"	706187
"'GU265900, Halanaerobacter jeridensis, Halanaerobacter jeridensis, (GU265900), CEJFG43 T'"	"GU265900"	706427
"'GU269544, Lactobacillus rogosae, Lactobacillus rogosae, (GU269544), ATCC 27753 T'"	"GU269544"	706562
"'GU269545, Meniscus glaucopis, Meniscus glaucopis, (GU269545), ATCC 29398 T'"	"GU269545"	706566
"'GU269546, Pseudomonas flexibilis, Pseudomonas flexibilis, (GU269546), ATCC 29606 T'"	"GU269546"	706570
"'AB548688, Pilimelia columellifera subsp. columellifera, Pilimelia columellifera subsp. columellifera, (AB548688), JCM 3367 T'"	"AB548688"	706583
"'GU269552, Pilimelia columellifera subsp. pallida, Pilimelia columellifera subsp. pallida, (GU269552), MB-SK 8 T'"	"GU269552"	706584
"'GU269553, Fibrobacter succinogenes subsp. elongatus, Fibrobacter succinogenes subsp. elongatus, (GU269553), HM2 T'"	"GU269553"	706585
"'AM086646, Desulfomonile tiedjei, Desulfomonile tiedjei, (AM086646), DSM 6799 T'"	"AM086646"	706587
"'GU289646, Amphritea spongicola, Amphritea spongicola, (GU289646), MEBiC05461 T'"	"GU289646"	707589
"'GU289640, Kordiimonas aquimaris, Kordiimonas aquimaris, (GU289640), MEBiC06554 T'"	"GU289640"	707591
"'GU289732, Desulfonatronobacter acidivorans, Desulfonatronobacter acidivorans, (GU289732), APT2 T'"	"GU289732"	708071
"'GU291862, Cyclobacterium jeungdonense, Cyclobacterium jeungdonense, (GU291862), HMD3055 T'"	"GU291862"	708087
"'AP023361, Terrihabitans soli, Terrihabitans soli, (AP023361), IZ6T'"	"AP023361"	708113
"'GU317945, Jeotgalibaca dankookensis, Jeotgalibaca dankookensis, (GU317945), EX-07 T'"	"GU317945"	708126
"'AP017457, Aurantimicrobium minutum, Aurantimicrobium minutum, (AP017457), KNC n[G] T'"	"AP017457"	708131
"'AB540021, Oligoflexus tunisiensis, Oligoflexus tunisiensis, (AB540021), Shr3 T'"	"AB540021"	708132
"'FN650333, Arcobacter trophiarum, Arcobacter trophiarum, (FN650333), 64 T'"	"FN650333"	708186
"'GU295962, Flavitalea gansuensis, Flavitalea gansuensis, (GU295962), JCN-23 T'"	"GU295962"	708199
"'GU319965, Aquabacterium limnoticum, Aquabacterium limnoticum, (GU319965), ABP-4 T'"	"GU319965"	708634
"'AY989908, Pontibacter actiniarum, Pontibacter actiniarum, (AY989908), KMM 6156 T'"	"AY989908"	709015
"'AB053951, Sulfuricurvum kujiense, Sulfuricurvum kujiense, (AB053951), YK-1 T'"	"AB053951"	709032
"'AB542054, Fructobacillus tropaeoli, Fructobacillus tropaeoli, (AB542054), F214-1 T'"	"AB542054"	709323
"'GU339180, Echinicola jeungdonensis, Echinicola jeungdonensis, (GU339180), HMD3054 T'"	"GU339180"	709343
"'GU295938, Jeotgalicoccus coquinae, Jeotgalicoccus coquinae, (GU295938), MK-7 T'"	"GU295938"	709509
"'FJ386517, Jeotgalicoccus halophilus, Jeotgalicoccus halophilus, (FJ386517), C1-52 T'"	"FJ386517"	709510
"'GU295939, Jeotgalicoccus aerolatus, Jeotgalicoccus aerolatus, (GU295939), MPA-33 T'"	"GU295939"	709510
"'AB542368, Bradyrhizobium nitroreducens, Bradyrhizobium nitroreducens, (AB542368), TSA1 T'"	"AB542368"	709803
"'JWJG01000028, Noviherbaspirillum autotrophicum, Noviherbaspirillum autotrophicum, (JWJG01000028), TSA66 T'"	"JWJG01000028"	709839
"'FN658633, Micromonospora luteifusca, Micromonospora luteifusca, (FN658633), GUI2 T'"	"FN658633"	709860
"'FN658641, Micromonospora ureilytica, Micromonospora ureilytica, (FN658641), GUI23 T'"	"FN658641"	709868
"'FN658649, Micromonospora noduli, Micromonospora noduli, (FN658649), GUI43 T'"	"FN658649"	709876
"'FN658651, Micromonospora vinacea, Micromonospora vinacea, (FN658651), GUI63 T'"	"FN658651"	709878
"'FN658652, Micromonospora halotolerans, Micromonospora halotolerans, (FN658652), CR18 T'"	"FN658652"	709879
"'FN658654, Micromonospora cremea, Micromonospora cremea, (FN658654), CR30 T'"	"FN658654"	709881
"'FN658656, Micromonospora zamorensis, Micromonospora zamorensis, (FN658656), CR38 T'"	"FN658656"	709883
"'FN658661, Micromonospora phytophila, Micromonospora phytophila, (FN658661), SG15 T'"	"FN658661"	709888
"'FN658669, Micromonospora luteiviridis, Micromonospora luteiviridis, (FN658669), SGB14 T'"	"FN658669"	709896
"'CP002454, Deinococcus maricopensis, Deinococcus maricopensis, (CP002454), DSM 21211 T'"	"CP002454"	709986
"'GU322368, Pseudonocardia rhizophila, Pseudonocardia rhizophila, (GU322368), YIM 67013 T'"	"GU322368"	709987
"'CP002544, Odoribacter splanchnicus, Odoribacter splanchnicus, (CP002544), DSM 20712 T'"	"CP002544"	709991
"'AB542742, Methanobacterium petrolearium, Methanobacterium petrolearium, (AB542742), Mic5c12 T'"	"AB542742"	710190
"'AB542743, Methanobacterium ferruginis, Methanobacterium ferruginis, (AB542743), Mic6c05 T'"	"AB542743"	710191
"'ADGY01000105, Helicobacter suis, Helicobacter suis, (ADGY01000105), HS1 T'"	"ADGY01000105"	710393
"'AJ566282, Intrasporangium calvum, Intrasporangium calvum, (AJ566282), DSM 43043 T'"	"AJ566282"	710696
"'GQ245918, Shewanella dokdonensis, Shewanella dokdonensis, (GQ245918), UDC329 T'"	"GQ245918"	712036
"'KT861602, Tannerella serpentiformis, Tannerella serpentiformis, (KT861602), SP18_26 T'"	"KT861602"	712710
"'AF151432, Thioalkalivibrio paradoxus, Thioalkalivibrio paradoxus, (AF151432), ARh1 T'"	"AF151432"	713585
"'AY360060, Thioalkalivibrio thiocyanodenitrificans, Thioalkalivibrio thiocyanodenitrificans, (AY360060), ARhD 1 T'"	"AY360060"	713586
"'GU345045, Chryseobacterium chaponense, Chryseobacterium chaponense, (GU345045), Sa 1147-06 T'"	"GU345045"	713588
"'GU356598, Streptomyces fenghuangensis, Streptomyces fenghuangensis, (GU356598), GIMN4.003 T'"	"GU356598"	713595
"'FN665656, Kroppenstedtia eburnea, Kroppenstedtia eburnea, (FN665656), JFMB-ATE T'"	"FN665656"	714067
